 1.00000000e+07  8.39659055e+00  1.00000000e+07  1.00000000e+00  1.00000000e+07  8.36227700e-01  1.00000000e+07  8.36227700e-01  1.00000000e+07  6.68261536e-04  1.00000000e+07  1.00000000e+00 
 1.05925373e+07  8.31137916e+00  1.05925373e+07  1.00000000e+00  1.05925373e+07  8.31201061e-01  1.05925373e+07  8.31201061e-01  1.05925373e+07  7.14170609e-04  1.05925373e+07  1.00000000e+00 
 1.12201845e+07  8.21088686e+00  1.12201845e+07  1.00000000e+00  1.12201845e+07  8.26221501e-01  1.12201845e+07  8.26221501e-01  1.12201845e+07  7.63286376e-04  1.12201845e+07  1.00000000e+00 
 1.18850223e+07  8.09196934e+00  1.18850223e+07  1.00000000e+00  1.18850223e+07  8.21294680e-01  1.18850223e+07  8.21294680e-01  1.18850223e+07  8.16172069e-04  1.18850223e+07  1.00000000e+00 
 1.25892541e+07  7.95239005e+00  1.25892541e+07  1.00000000e+00  1.25892541e+07  8.16427563e-01  1.25892541e+07  8.16427563e-01  1.25892541e+07  8.73560676e-04  1.25892541e+07  1.00000000e+00 
 1.33352143e+07  7.79070184e+00  1.33352143e+07  1.00000000e+00  1.33352143e+07  8.11628525e-01  1.33352143e+07  8.11628525e-01  1.33352143e+07  9.36398921e-04  1.33352143e+07  1.00000000e+00 
 1.41253754e+07  7.60394103e+00  1.41253754e+07  1.00000000e+00  1.41253754e+07  8.06907326e-01  1.41253754e+07  8.06907326e-01  1.41253754e+07  1.00589782e-03  1.41253754e+07  1.00000000e+00 
 1.49623566e+07  7.39102098e+00  1.49623566e+07  1.00000000e+00  1.49623566e+07  8.02274954e-01  1.49623566e+07  8.02274954e-01  1.49623566e+07  1.08358838e-03  1.49623566e+07  1.00000000e+00 
 1.58489319e+07  7.15135998e+00  1.58489319e+07  1.00000000e+00  1.58489319e+07  7.97743356e-01  1.58489319e+07  7.97743356e-01  1.58489319e+07  1.17137972e-03  1.58489319e+07  1.00000000e+00 
 1.67880402e+07  6.88591561e+00  1.67880402e+07  1.00000000e+00  1.67880402e+07  7.93325079e-01  1.67880402e+07  7.93325079e-01  1.67880402e+07  1.27161583e-03  1.67880402e+07  1.00000000e+00 
 1.77827941e+07  6.59679901e+00  1.77827941e+07  1.00000000e+00  1.77827941e+07  7.89032851e-01  1.77827941e+07  7.89032851e-01  1.77827941e+07  1.38712629e-03  1.77827941e+07  1.00000000e+00 
 1.88364909e+07  6.28788687e+00  1.88364909e+07  1.00000000e+00  1.88364909e+07  7.84879127e-01  1.88364909e+07  7.84879127e-01  1.88364909e+07  1.52126692e-03  1.88364909e+07  1.00000000e+00 
 1.99526231e+07  5.96458190e+00  1.99526231e+07  1.00000000e+00  1.99526231e+07  7.80875643e-01  1.99526231e+07  7.80875643e-01  1.99526231e+07  1.67794752e-03  1.99526231e+07  1.00000000e+00 
 2.11348904e+07  5.63347624e+00  2.11348904e+07  1.00000000e+00  2.11348904e+07  7.77033005e-01  2.11348904e+07  7.77033005e-01  2.11348904e+07  1.86164744e-03  2.11348904e+07  1.00000000e+00 
