 2.40000000e+09  6.91768325e-01 -5.30229245e-02  2.40000000e+09 -3.51541458e+00  2.65741644e+00  2.40000000e+09 -2.80792311e-05  7.41269402e-07  2.40000000e+09  4.24337572e-01  9.04032744e-01  2.40000000e+09  5.68701971e+00  2.40000000e+09  1.00112078e+00  2.40000000e+09  6.92892730e-01  2.40000000e+09  1.47096112e+00  0.00000000e+00  2.40000000e+09  1.46569083e+00  0.00000000e+00 
 2.40835000e+09  6.91719902e-01 -5.31001115e-02  2.40835000e+09 -3.50049220e+00  2.66361061e+00  2.40835000e+09 -2.82694357e-05  7.58898626e-07  2.40835000e+09  4.27518092e-01  9.02520407e-01  2.40835000e+09  5.70776927e+00  2.40835000e+09  1.00113118e+00  2.40835000e+09  6.92842592e-01  2.40835000e+09  1.47086709e+00  0.00000000e+00  2.40835000e+09  1.46559894e+00  0.00000000e+00 
 2.41670000e+09  6.91671809e-01 -5.31774581e-02  2.41670000e+09 -3.48561384e+00  2.66968840e+00  2.41670000e+09 -2.84602706e-05  7.76651617e-07  2.41670000e+09  4.30678726e-01  9.01003765e-01  2.41670000e+09  5.72848853e+00  2.41670000e+09  1.00114161e+00  2.41670000e+09  6.92792776e-01  2.41670000e+09  1.47077285e+00  0.00000000e+00  2.41670000e+09  1.46550683e+00  0.00000000e+00 
 2.42505000e+09  6.91624042e-01 -5.32549639e-02  2.42505000e+09 -3.47077995e+00  2.67565117e+00  2.42505000e+09 -2.86517358e-05  7.94528706e-07  2.42505000e+09  4.33819600e-01  8.99482947e-01  2.42505000e+09  5.74917734e+00  2.42505000e+09  1.00115209e+00  2.42505000e+09  6.92743280e-01  2.42505000e+09  1.47067841e+00  0.00000000e+00  2.42505000e+09  1.46541450e+00  0.00000000e+00 
 2.43340000e+09  6.91576598e-01 -5.33326289e-02  2.43340000e+09 -3.45599098e+00  2.68150027e+00  2.43340000e+09 -2.88438312e-05  8.12530227e-07  2.43340000e+09  4.36940838e-01  8.97958079e-01  2.43340000e+09  5.76983558e+00  2.43340000e+09  1.00116261e+00  2.43340000e+09  6.92694100e-01  2.43340000e+09  1.47058376e+00  0.00000000e+00  2.43340000e+09  1.46532197e+00  0.00000000e+00 
 2.44175000e+09  6.91529474e-01 -5.34104527e-02  2.44175000e+09 -3.44124732e+00  2.68723704e+00  2.44175000e+09 -2.90365569e-05  8.30656513e-07  2.44175000e+09  4.40042564e-01  8.96429282e-01  2.44175000e+09  5.79046312e+00  2.44175000e+09  1.00117316e+00  2.44175000e+09  6.92645234e-01  2.44175000e+09  1.47048890e+00  0.00000000e+00  2.44175000e+09  1.46522921e+00  0.00000000e+00 
 2.45010000e+09  6.91482665e-01 -5.34884353e-02  2.45010000e+09 -3.42654940e+00  2.69286280e+00  2.45010000e+09 -2.92299127e-05  8.48907899e-07  2.45010000e+09  4.43124902e-01  8.94896681e-01  2.45010000e+09  5.81105983e+00  2.45010000e+09  1.00118376e+00  2.45010000e+09  6.92596676e-01  2.45010000e+09  1.47039385e+00  0.00000000e+00  2.45010000e+09  1.46513625e+00  0.00000000e+00 
 2.45845000e+09  6.91436169e-01 -5.35665764e-02  2.45845000e+09 -3.41189759e+00  2.69837886e+00  2.45845000e+09 -2.94238988e-05  8.67284721e-07  2.45845000e+09  4.46187976e-01  8.93360393e-01  2.45845000e+09  5.83162558e+00  2.45845000e+09  1.00119439e+00  2.45845000e+09  6.92548425e-01  2.45845000e+09  1.47029859e+00  0.00000000e+00  2.45845000e+09  1.46504307e+00  0.00000000e+00 
 2.46680000e+09  6.91389982e-01 -5.36448757e-02  2.46680000e+09 -3.39729227e+00  2.70378653e+00  2.46680000e+09 -2.96185151e-05  8.85787316e-07  2.46680000e+09  4.49231908e-01  8.91820537e-01  2.46680000e+09  5.85216024e+00  2.46680000e+09  1.00120507e+00  2.46680000e+09  6.92500477e-01  2.46680000e+09  1.47020313e+00  0.00000000e+00  2.46680000e+09  1.46494968e+00  0.00000000e+00 
 2.47515000e+09  6.91344100e-01 -5.37233330e-02  2.47515000e+09 -3.38273378e+00  2.70908710e+00  2.47515000e+09 -2.98137615e-05  9.04416022e-07  2.47515000e+09  4.52256820e-01  8.90277229e-01  2.47515000e+09  5.87266369e+00  2.47515000e+09  1.00121578e+00  2.47515000e+09  6.92452829e-01  2.47515000e+09  1.47010747e+00  0.00000000e+00  2.47515000e+09  1.46485608e+00  0.00000000e+00 
 2.48350000e+09  6.91298521e-01 -5.38019481e-02  2.48350000e+09 -3.36822248e+00  2.71428183e+00  2.48350000e+09 -3.00096381e-05  9.23171176e-07  2.48350000e+09  4.55262835e-01  8.88730582e-01  2.48350000e+09  5.89313582e+00  2.48350000e+09  1.00122653e+00  2.48350000e+09  6.92405478e-01  2.48350000e+09  1.47001161e+00  0.00000000e+00  2.48350000e+09  1.46476227e+00  0.00000000e+00 
