 1.00000000e+07  2.59392028e+01  1.00000000e+07  1.00000000e+00  1.00000000e+07  8.12542269e-01  1.00000000e+07  8.12542270e-01  1.00000000e+07  1.38581289e-02  1.00000000e+07  9.99999999e-01 
 1.05925373e+07  2.43249944e+01  1.05925373e+07  1.00000000e+00  1.05925373e+07  8.09125519e-01  1.05925373e+07  8.09125520e-01  1.05925373e+07  1.55788995e-02  1.05925373e+07  9.99999999e-01 
 1.12201845e+07  2.26791830e+01  1.12201845e+07  1.00000000e+00  1.12201845e+07  8.05819996e-01  1.12201845e+07  8.05819996e-01  1.12201845e+07  1.74961082e-02  1.12201845e+07  9.99999999e-01 
 1.18850223e+07  2.10111845e+01  1.18850223e+07  1.00000000e+00  1.18850223e+07  8.02615692e-01  1.18850223e+07  8.02615694e-01  1.18850223e+07  1.96298977e-02  1.18850223e+07  9.99999999e-01 
 1.25892541e+07  1.93311479e+01  1.25892541e+07  1.00000000e+00  1.25892541e+07  7.99503336e-01  1.25892541e+07  7.99503337e-01  1.25892541e+07  2.20020196e-02  1.25892541e+07  9.99999998e-01 
 1.33352143e+07  1.76498985e+01  1.33352143e+07  1.00000000e+00  1.33352143e+07  7.96474545e-01  1.33352143e+07  7.96474547e-01  1.33352143e+07  2.46358583e-02  1.33352143e+07  9.99999998e-01 
 1.41253754e+07  1.59787139e+01  1.41253754e+07  1.00000000e+00  1.41253754e+07  7.93521952e-01  1.41253754e+07  7.93521954e-01  1.41253754e+07  2.75564304e-02  1.41253754e+07  9.99999998e-01 
 1.49623566e+07  1.43291781e+01  1.49623566e+07  1.00000000e+00  1.49623566e+07  7.90639275e-01  1.49623566e+07  7.90639277e-01  1.49623566e+07  3.07903572e-02  1.49623566e+07  9.99999997e-01 
 1.58489319e+07  1.27129150e+01  1.58489319e+07  1.00000000e+00  1.58489319e+07  7.87821361e-01  1.58489319e+07  7.87821363e-01  1.58489319e+07  3.43658037e-02  1.58489319e+07  9.99999997e-01 
 1.67880402e+07  1.11414459e+01  1.67880402e+07  1.00000000e+00  1.67880402e+07  7.85064209e-01  1.67880402e+07  7.85064212e-01  1.67880402e+07  3.83123834e-02  1.67880402e+07  9.99999997e-01 
 1.77827941e+07  9.62588051e+00  1.77827941e+07  1.00000000e+00  1.77827941e+07  7.82364962e-01  1.77827941e+07  7.82364965e-01  1.77827941e+07  4.26610247e-02  1.77827941e+07  9.99999996e-01 
 1.88364909e+07  8.17668956e+00  1.88364909e+07  1.00000000e+00  1.88364909e+07  7.79721888e-01  1.88364909e+07  7.79721891e-01  1.88364909e+07  4.74438005e-02  1.88364909e+07  9.99999996e-01 
 1.99526231e+07  6.80345443e+00  1.99526231e+07  1.00000000e+00  1.99526231e+07  7.77134337e-01  1.99526231e+07  7.77134341e-01  1.99526231e+07  5.26937210e-02  1.99526231e+07  9.99999996e-01 
 2.11348904e+07  5.51461427e+00  2.11348904e+07  1.00000000e+00  2.11348904e+07  7.74602684e-01  2.11348904e+07  7.74602687e-01  2.11348904e+07  5.84444966e-02  2.11348904e+07  9.99999996e-01 
 2.23872114e+07  4.31725561e+00  2.23872114e+07  1.00000000e+00  2.23872114e+07  7.72128243e-01  2.23872114e+07  7.72128247e-01  2.23872114e+07  6.47302768e-02  2.23872114e+07  9.99999996e-01 
 2.37137371e+07  3.21691076e+00  2.37137371e+07  1.00000000e+00  2.37137371e+07  7.69713167e-01  2.37137371e+07  7.69713170e-01  2.37137371e+07  7.15853784e-02  2.37137371e+07  9.99999996e-01 
 2.51188643e+07  2.21742518e+00  2.51188643e+07  1.00000000e+00  2.51188643e+07  7.67360314e-01  2.51188643e+07  7.67360317e-01  2.51188643e+07  7.90440158e-02  2.51188643e+07  9.99999996e-01 
 2.66072506e+07  1.32086733e+00  2.66072506e+07  1.00000000e+00  2.66072506e+07  7.65073097e-01  2.66072506e+07  7.65073099e-01  2.66072506e+07  8.71400510e-02  2.66072506e+07  9.99999997e-01 
 2.81838293e+07  5.27509780e-01  2.81838293e+07  9.99999999e-01  2.81838293e+07  7.62855310e-01  2.81838293e+07  7.62855312e-01  2.81838293e+07  9.59067821e-02  2.81838293e+07  9.99999998e-01 
 2.98538262e+07 -1.64124604e-01  2.98538262e+07  9.99999997e-01  2.98538262e+07  7.60710945e-01  2.98538262e+07  7.60710947e-01  2.98538262e+07  1.05376788e-01  2.98538262e+07  9.99999999e-01 
 3.16227766e+07 -7.57147251e-01  3.16227766e+07  9.99999994e-01  3.16227766e+07  7.58644002e-01  3.16227766e+07  7.58644002e-01  3.16227766e+07  1.15581846e-01  3.16227766e+07  1.00000000e+00 
 3.34965439e+07 -1.25612890e+00  3.34965439e+07  9.99999991e-01  3.34965439e+07  7.56658299e-01  3.34965439e+07  7.56658297e-01  3.34965439e+07  1.26552936e-01  3.34965439e+07  1.00000000e+00 
