 1.00000000e+07 -3.17211738e-01  1.00000000e+07  1.00000000e+00  1.00000000e+07  8.46852738e-01  1.00000000e+07  8.46852738e-01  1.00000000e+07  1.24034084e-02  1.00000000e+07  1.00000000e+00 
 1.05925373e+07 -3.19461527e-01  1.05925373e+07  1.00000000e+00  1.05925373e+07  8.39999780e-01  1.05925373e+07  8.39999780e-01  1.05925373e+07  1.39829836e-02  1.05925373e+07  1.00000000e+00 
 1.12201845e+07 -3.21730117e-01  1.12201845e+07  1.00000000e+00  1.12201845e+07  8.33184396e-01  1.12201845e+07  8.33184396e-01  1.12201845e+07  1.57494945e-02  1.12201845e+07  1.00000000e+00 
 1.18850223e+07 -3.23910187e-01  1.18850223e+07  1.00000000e+00  1.18850223e+07  8.26449435e-01  1.18850223e+07  8.26449435e-01  1.18850223e+07  1.77215675e-02  1.18850223e+07  1.00000000e+00 
 1.25892541e+07 -3.25899002e-01  1.25892541e+07  1.00000000e+00  1.25892541e+07  8.19835818e-01  1.25892541e+07  8.19835818e-01  1.25892541e+07  1.99190372e-02  1.25892541e+07  1.00000000e+00 
 1.33352143e+07 -3.27600689e-01  1.33352143e+07  1.00000000e+00  1.33352143e+07  8.13381555e-01  1.33352143e+07  8.13381555e-01  1.33352143e+07  2.23629228e-02  1.33352143e+07  1.00000000e+00 
 1.41253754e+07 -3.28904960e-01  1.41253754e+07  1.00000000e+00  1.41253754e+07  8.07120914e-01  1.41253754e+07  8.07120914e-01  1.41253754e+07  2.50753848e-02  1.41253754e+07  1.00000000e+00 
 1.49623566e+07 -3.29709306e-01  1.49623566e+07  9.99999999e-01  1.49623566e+07  8.01083776e-01  1.49623566e+07  8.01083776e-01  1.49623566e+07  2.80796592e-02  1.49623566e+07  1.00000000e+00 
 1.58489319e+07 -3.29915723e-01  1.58489319e+07  9.99999999e-01  1.58489319e+07  7.95295196e-01  1.58489319e+07  7.95295196e-01  1.58489319e+07  3.13999666e-02  1.58489319e+07  1.00000000e+00 
 1.67880402e+07 -3.29427499e-01  1.67880402e+07  9.99999999e-01  1.67880402e+07  7.89775168e-01  1.67880402e+07  7.89775169e-01  1.67880402e+07  3.50613958e-02  1.67880402e+07  1.00000000e+00 
 1.77827941e+07 -3.28162684e-01  1.77827941e+07  9.99999999e-01  1.77827941e+07  7.84538596e-01  1.77827941e+07  7.84538596e-01  1.77827941e+07  3.90897633e-02  1.77827941e+07  1.00000000e+00 
 1.88364909e+07 -3.26051333e-01  1.88364909e+07  9.99999998e-01  1.88364909e+07  7.79595431e-01  1.88364909e+07  7.79595431e-01  1.88364909e+07  4.35114488e-02  1.88364909e+07  1.00000000e+00 
 1.99526231e+07 -3.23037997e-01  1.99526231e+07  9.99999998e-01  1.99526231e+07  7.74950968e-01  1.99526231e+07  7.74950968e-01  1.99526231e+07  4.83532148e-02  1.99526231e+07  1.00000000e+00 
 2.11348904e+07 -3.19083424e-01  2.11348904e+07  9.99999997e-01  2.11348904e+07  7.70606247e-01  2.11348904e+07  7.70606248e-01  2.11348904e+07  5.36420137e-02  2.11348904e+07  1.00000000e+00 
 2.23872114e+07 -3.14166534e-01  2.23872114e+07  9.99999997e-01  2.23872114e+07  7.66558539e-01  2.23872114e+07  7.66558541e-01  2.23872114e+07  5.94047945e-02  2.23872114e+07  9.99999999e-01 
 2.37137371e+07 -3.08283458e-01  2.37137371e+07  9.99999996e-01  2.37137371e+07  7.62801875e-01  2.37137371e+07  7.62801876e-01  2.37137371e+07  6.56683193e-02  2.37137371e+07  9.99999999e-01 
 2.51188643e+07 -3.01448436e-01  2.51188643e+07  9.99999994e-01  2.51188643e+07  7.59327586e-01  2.51188643e+07  7.59327588e-01  2.51188643e+07  7.24590019e-02  2.51188643e+07  9.99999999e-01 
 2.66072506e+07 -2.93692435e-01  2.66072506e+07  9.99999993e-01  2.66072506e+07  7.56124848e-01  2.66072506e+07  7.56124850e-01  2.66072506e+07  7.98027834e-02  2.66072506e+07  9.99999999e-01 
 2.81838293e+07 -2.85060845e-01  2.81838293e+07  9.99999991e-01  2.81838293e+07  7.53181182e-01  2.81838293e+07  7.53181184e-01  2.81838293e+07  8.77250559e-02  2.81838293e+07  9.99999999e-01 
 2.98538262e+07 -2.75611846e-01  2.98538262e+07  9.99999988e-01  2.98538262e+07  7.50482920e-01  2.98538262e+07  7.50482923e-01  2.98538262e+07  9.62506470e-02  2.98538262e+07  9.99999999e-01 
 3.16227766e+07 -2.65413878e-01  3.16227766e+07  9.99999985e-01  3.16227766e+07  7.48015622e-01  3.16227766e+07  7.48015627e-01  3.16227766e+07  1.05403871e-01  3.16227766e+07  9.99999998e-01 
 3.34965439e+07 -2.54542287e-01  3.34965439e+07  9.99999981e-01  3.34965439e+07  7.45764434e-01  3.34965439e+07  7.45764439e-01  3.34965439e+07  1.15208656e-01  3.34965439e+07  9.99999998e-01 
 3.54813389e+07 -2.43076792e-01  3.54813389e+07  9.99999977e-01  3.54813389e+07  7.43714384e-01  3.54813389e+07  7.43714390e-01  3.54813389e+07  1.25688738e-01  3.54813389e+07  9.99999997e-01 
 3.75837404e+07 -2.31098355e-01  3.75837404e+07  9.99999971e-01  3.75837404e+07  7.41850637e-01  3.75837404e+07  7.41850644e-01  3.75837404e+07  1.36867928e-01  3.75837404e+07  9.99999997e-01 
 3.98107171e+07 -2.18686863e-01  3.98107171e+07  9.99999964e-01  3.98107171e+07  7.40158685e-01  3.98107171e+07  7.40158695e-01  3.98107171e+07  1.48770436e-01  3.98107171e+07  9.99999996e-01 
 4.21696503e+07 -2.05918732e-01  4.21696503e+07  9.99999955e-01  4.21696503e+07  7.38624502e-01  4.21696503e+07  7.38624513e-01  4.21696503e+07  1.61421240e-01  4.21696503e+07  9.99999995e-01 
 4.46683592e+07 -1.92865011e-01  4.46683592e+07  9.99999944e-01  4.46683592e+07  7.37234648e-01  4.46683592e+07  7.37234662e-01  4.46683592e+07  1.74846488e-01  4.46683592e+07  9.99999994e-01 
 4.73151259e+07 -1.79590025e-01  4.73151259e+07  9.99999932e-01  4.73151259e+07  7.35976349e-01  4.73151259e+07  7.35976366e-01  4.73151259e+07  1.89073916e-01  4.73151259e+07  9.99999992e-01 
 5.01187234e+07 -1.66150316e-01  5.01187234e+07  9.99999916e-01  5.01187234e+07  7.34837538e-01  5.01187234e+07  7.34837558e-01  5.01187234e+07  2.04133266e-01  5.01187234e+07  9.99999991e-01 
 5.30884444e+07 -1.52594090e-01  5.30884444e+07  9.99999897e-01  5.30884444e+07  7.33806877e-01  5.30884444e+07  7.33806902e-01  5.30884444e+07  2.20056686e-01  5.30884444e+07  9.99999988e-01 
 5.62341325e+07 -1.38960884e-01  5.62341325e+07  9.99999875e-01  5.62341325e+07  7.32873762e-01  5.62341325e+07  7.32873791e-01  5.62341325e+07  2.36879114e-01  5.62341325e+07  9.99999986e-01 
 5.95662144e+07 -1.25281670e-01  5.95662144e+07  9.99999849e-01  5.95662144e+07  7.32028302e-01  5.95662144e+07  7.32028337e-01  5.95662144e+07  2.54638618e-01  5.95662144e+07  9.99999982e-01 
 6.30957344e+07 -1.11579059e-01  6.30957344e+07  9.99999817e-01  6.30957344e+07  7.31261301e-01  6.30957344e+07  7.31261342e-01  6.30957344e+07  2.73376706e-01  6.30957344e+07  9.99999978e-01 
 6.68343918e+07 -9.78677491e-02  6.68343918e+07  9.99999779e-01  6.68343918e+07  7.30564216e-01  6.68343918e+07  7.30564265e-01  6.68343918e+07  2.93138585e-01  6.68343918e+07  9.99999974e-01 
 7.07945784e+07 -8.41550405e-02  7.07945784e+07  9.99999734e-01  7.07945784e+07  7.29929120e-01  7.07945784e+07  7.29929178e-01  7.07945784e+07  3.13973390e-01  7.07945784e+07  9.99999967e-01 
