 2.40000000e+09  7.27679291e-01 -2.09611700e-02  2.40000000e+09 -1.35223618e+00 -3.42839525e-01  2.40000000e+09 -4.89929516e-06 -2.29870348e-06  2.40000000e+09  3.87536222e-01  9.21813930e-01  2.40000000e+09  1.67395753e+00  2.40000000e+09  1.00001082e+00  2.40000000e+09  7.27947142e-01  2.40000000e+09  6.27246006e+00  0.00000000e+00  2.40000000e+09  4.91729940e+00  0.00000000e+00 
 2.40835000e+09  7.27646605e-01 -2.10172071e-02  2.40835000e+09 -1.35415148e+00 -3.39330368e-01  2.40835000e+09 -4.93974869e-06 -2.30946199e-06  2.40835000e+09  3.90576565e-01  9.20529476e-01  2.40835000e+09  1.67607994e+00  2.40835000e+09  1.00001095e+00  2.40835000e+09  7.27915786e-01  2.40835000e+09  6.27240596e+00  0.00000000e+00  2.40835000e+09  4.91726551e+00  0.00000000e+00 
 2.41670000e+09  7.27613848e-01 -2.10731717e-02  2.41670000e+09 -1.35604260e+00 -3.35822080e-01  2.41670000e+09 -4.98036635e-06 -2.32020924e-06  2.41670000e+09  3.93597852e-01  9.19241329e-01  2.41670000e+09  1.67819685e+00  2.41670000e+09  1.00001107e+00  2.41670000e+09  7.27884361e-01  2.41670000e+09  6.27235168e+00  0.00000000e+00  2.41670000e+09  4.91723150e+00  0.00000000e+00 
 2.42505000e+09  7.27581021e-01 -2.11290634e-02  2.42505000e+09 -1.35790971e+00 -3.32314790e-01  2.42505000e+09 -5.02114801e-06 -2.33094509e-06  2.42505000e+09  3.96600209e-01  9.17949608e-01  2.42505000e+09  1.68030835e+00  2.42505000e+09  1.00001120e+00  2.42505000e+09  7.27852867e-01  2.42505000e+09  6.27229722e+00  0.00000000e+00  2.42505000e+09  4.91719737e+00  0.00000000e+00 
 2.43340000e+09  7.27548124e-01 -2.11848818e-02  2.43340000e+09 -1.35975296e+00 -3.28808625e-01  2.43340000e+09 -5.06209353e-06 -2.34166942e-06  2.43340000e+09  3.99583759e-01  9.16654430e-01  2.43340000e+09  1.68241455e+00  2.43340000e+09  1.00001132e+00  2.43340000e+09  7.27821303e-01  2.43340000e+09  6.27224258e+00  0.00000000e+00  2.43340000e+09  4.91716312e+00  0.00000000e+00 
 2.44175000e+09  7.27515156e-01 -2.12406267e-02  2.44175000e+09 -1.36157249e+00 -3.25303709e-01  2.44175000e+09 -5.10320277e-06 -2.35238208e-06  2.44175000e+09  4.02548626e-01  9.15355909e-01  2.44175000e+09  1.68451554e+00  2.44175000e+09  1.00001145e+00  2.44175000e+09  7.27789671e-01  2.44175000e+09  6.27218776e+00  0.00000000e+00  2.44175000e+09  4.91712876e+00  0.00000000e+00 
 2.45010000e+09  7.27482120e-01 -2.12962976e-02  2.45010000e+09 -1.36336847e+00 -3.21800165e-01  2.45010000e+09 -5.14447561e-06 -2.36308296e-06  2.45010000e+09  4.05494934e-01  9.14054159e-01  2.45010000e+09  1.68661141e+00  2.45010000e+09  1.00001158e+00  2.45010000e+09  7.27757971e-01  2.45010000e+09  6.27213276e+00  0.00000000e+00  2.45010000e+09  4.91709429e+00  0.00000000e+00 
 2.45845000e+09  7.27449014e-01 -2.13518943e-02  2.45845000e+09 -1.36514104e+00 -3.18298113e-01  2.45845000e+09 -5.18591191e-06 -2.37377191e-06  2.45845000e+09  4.08422804e-01  9.12749290e-01  2.45845000e+09  1.68870225e+00  2.45845000e+09  1.00001171e+00  2.45845000e+09  7.27726203e-01  2.45845000e+09  6.27207759e+00  0.00000000e+00  2.45845000e+09  4.91705969e+00  0.00000000e+00 
 2.46680000e+09  7.27415840e-01 -2.14074164e-02  2.46680000e+09 -1.36689035e+00 -3.14797672e-01  2.46680000e+09 -5.22751153e-06 -2.38444883e-06  2.46680000e+09  4.11332359e-01  9.11441412e-01  2.46680000e+09  1.69078816e+00  2.46680000e+09  1.00001184e+00  2.46680000e+09  7.27694367e-01  2.46680000e+09  6.27202223e+00  0.00000000e+00  2.46680000e+09  4.91702498e+00  0.00000000e+00 
 2.47515000e+09  7.27382597e-01 -2.14628637e-02  2.47515000e+09 -1.36861656e+00 -3.11298958e-01  2.47515000e+09 -5.26927435e-06 -2.39511357e-06  2.47515000e+09  4.14223720e-01  9.10130633e-01  2.47515000e+09  1.69286922e+00  2.47515000e+09  1.00001197e+00  2.47515000e+09  7.27662464e-01  2.47515000e+09  6.27196670e+00  0.00000000e+00  2.47515000e+09  4.91699016e+00  0.00000000e+00 
 2.48350000e+09  7.27349286e-01 -2.15182357e-02  2.48350000e+09 -1.37031981e+00 -3.07802085e-01  2.48350000e+09 -5.31120023e-06 -2.40576602e-06  2.48350000e+09  4.17097008e-01  9.08817057e-01  2.48350000e+09  1.69494552e+00  2.48350000e+09  1.00001210e+00  2.48350000e+09  7.27630494e-01  2.48350000e+09  6.27191099e+00  0.00000000e+00  2.48350000e+09  4.91695522e+00  0.00000000e+00 
