 2.40000000e+09  5.58506203e-01 -1.88734931e-01  2.40000000e+09  1.44308660e+01 -3.31962617e+00  2.40000000e+09 -2.16968065e-05  4.82936493e-05  2.40000000e+09  4.28512353e-01  9.02182498e-01  2.40000000e+09  6.82275482e-01  2.40000000e+09  9.99617986e-01  2.40000000e+09  5.88367169e-01  2.40000000e+09  1.25906369e+00  0.00000000e+00  2.40000000e+09  1.23368337e+00  0.00000000e+00 
 2.40835000e+09  5.58284103e-01 -1.89008580e-01  2.40835000e+09  1.44470302e+01 -3.44994129e+00  2.40835000e+09 -2.16923114e-05  4.85516667e-05  2.40835000e+09  4.31711862e-01  9.00647517e-01  2.40835000e+09  6.78186866e-01  2.40835000e+09  9.99610256e-01  2.40835000e+09  5.88232779e-01  2.40835000e+09  1.25912329e+00  0.00000000e+00  2.40835000e+09  1.23363654e+00  0.00000000e+00 
 2.41670000e+09  5.58063008e-01 -1.89282945e-01  2.41670000e+09  1.44619782e+01 -3.58076211e+00  2.41670000e+09 -2.16871980e-05  4.88096629e-05  2.41670000e+09  4.34891474e-01  8.99108160e-01  2.41670000e+09  6.74096406e-01  2.41670000e+09  9.99602444e-01  2.41670000e+09  5.88099700e-01  2.41670000e+09  1.25918609e+00  0.00000000e+00  2.41670000e+09  1.23359296e+00  0.00000000e+00 
 2.42505000e+09  5.57842902e-01 -1.89558028e-01  2.42505000e+09  1.44757012e+01 -3.71208031e+00  2.42505000e+09 -2.16814687e-05  4.90676357e-05  2.42505000e+09  4.38051316e-01  8.97564555e-01  2.42505000e+09  6.70004508e-01  2.42505000e+09  9.99594549e-01  2.42505000e+09  5.87967920e-01  2.42505000e+09  1.25925207e+00  0.00000000e+00  2.42505000e+09  1.23355263e+00  0.00000000e+00 
 2.43340000e+09  5.57623770e-01 -1.89833829e-01  2.43340000e+09  1.44881900e+01 -3.84388743e+00  2.43340000e+09 -2.16751261e-05  4.93255826e-05  2.43340000e+09  4.41191514e-01  8.96016827e-01  2.43340000e+09  6.65911590e-01  2.43340000e+09  9.99586573e-01  2.43340000e+09  5.87837423e-01  2.43340000e+09  1.25932123e+00  0.00000000e+00  2.43340000e+09  1.23351554e+00  0.00000000e+00 
 2.44175000e+09  5.57405596e-01 -1.90110347e-01  2.44175000e+09  1.44994357e+01 -3.97617489e+00  2.44175000e+09 -2.16681726e-05  4.95835014e-05  2.44175000e+09  4.44312193e-01  8.94465100e-01  2.44175000e+09  6.61818079e-01  2.44175000e+09  9.99578514e-01  2.44175000e+09  5.87708198e-01  2.44175000e+09  1.25939358e+00  0.00000000e+00  2.44175000e+09  1.23348170e+00  0.00000000e+00 
 2.45010000e+09  5.57188365e-01 -1.90387584e-01  2.45010000e+09  1.45094292e+01 -4.10893395e+00  2.45010000e+09 -2.16606106e-05  4.98413895e-05  2.45010000e+09  4.47413477e-01  8.92909495e-01  2.45010000e+09  6.57724411e-01  2.45010000e+09  9.99570373e-01  2.45010000e+09  5.87580230e-01  2.45010000e+09  1.25946911e+00  0.00000000e+00  2.45010000e+09  1.23345112e+00  0.00000000e+00 
 2.45845000e+09  5.56972062e-01 -1.90665539e-01  2.45845000e+09  1.45181611e+01 -4.24215575e+00  2.45845000e+09 -2.16524426e-05  5.00992449e-05  2.45845000e+09  4.50495490e-01  8.91350131e-01  2.45845000e+09  6.53631034e-01  2.45845000e+09  9.99562151e-01  2.45845000e+09  5.87453506e-01  2.45845000e+09  1.25954783e+00  0.00000000e+00  2.45845000e+09  1.23342378e+00  0.00000000e+00 
 2.46680000e+09  5.56756672e-01 -1.90944213e-01  2.46680000e+09  1.45256225e+01 -4.37583127e+00  2.46680000e+09 -2.16436710e-05  5.03570652e-05  2.46680000e+09  4.53558357e-01  8.89787127e-01  2.46680000e+09  6.49538404e-01  2.46680000e+09  9.99553847e-01  2.46680000e+09  5.87328014e-01  2.46680000e+09  1.25962972e+00  0.00000000e+00  2.46680000e+09  1.23339971e+00  0.00000000e+00 
 2.47515000e+09  5.56542181e-01 -1.91223606e-01  2.47515000e+09  1.45318038e+01 -4.50995133e+00  2.47515000e+09 -2.16342981e-05  5.06148482e-05  2.47515000e+09  4.56602200e-01  8.88220597e-01  2.47515000e+09  6.45446990e-01  2.47515000e+09  9.99545463e-01  2.47515000e+09  5.87203740e-01  2.47515000e+09  1.25971479e+00  0.00000000e+00  2.47515000e+09  1.23337889e+00  0.00000000e+00 
 2.48350000e+09  5.56328572e-01 -1.91503717e-01  2.48350000e+09  1.45366959e+01 -4.64450660e+00  2.48350000e+09 -2.16243264e-05  5.08725917e-05  2.48350000e+09  4.59627143e-01  8.86650656e-01  2.48350000e+09  6.41357270e-01  2.48350000e+09  9.99536998e-01  2.48350000e+09  5.87080671e-01  2.48350000e+09  1.25980305e+00  0.00000000e+00  2.48350000e+09  1.23336133e+00  0.00000000e+00 
