 2.40000000e+09  6.05642190e-01 -1.58064209e-01  2.40000000e+09  9.34502640e+00  2.21093498e+00  2.40000000e+09 -1.18832311e-05  2.53396247e-05  2.40000000e+09  4.30318370e-01  9.00913014e-01  2.40000000e+09  3.47678352e+00  2.40000000e+09  1.00109676e+00  2.40000000e+09  6.24879023e-01  2.40000000e+09  1.87114062e+00  0.00000000e+00  2.40000000e+09  1.82123106e+00  0.00000000e+00 
 2.40835000e+09  6.05277274e-01 -1.58203761e-01  2.40835000e+09  9.39225629e+00  2.14420155e+00  2.40835000e+09 -1.18838131e-05  2.54726119e-05  2.40835000e+09  4.33520827e-01  8.99363140e-01  2.40835000e+09  3.47533653e+00  2.40835000e+09  1.00110368e+00  2.40835000e+09  6.24552292e-01  2.40835000e+09  1.87076743e+00  0.00000000e+00  2.40835000e+09  1.82090986e+00  0.00000000e+00 
 2.41670000e+09  6.04913888e-01 -1.58342362e-01  2.41670000e+09  9.43889744e+00  2.07690871e+00  2.41670000e+09 -1.18841165e-05  2.56055588e-05  2.41670000e+09  4.36703279e-01  8.97808876e-01  2.41670000e+09  3.47387607e+00  2.41670000e+09  1.00111060e+00  2.41670000e+09  6.24226856e-01  2.41670000e+09  1.87040017e+00  0.00000000e+00  2.41670000e+09  1.82059361e+00  0.00000000e+00 
 2.42505000e+09  6.04552030e-01 -1.58480027e-01  2.42505000e+09  9.48494422e+00  2.00906209e+00  2.42505000e+09 -1.18841432e-05  2.57384645e-05  2.42505000e+09  4.39865853e-01  8.96250353e-01  2.42505000e+09  3.47240248e+00  2.42505000e+09  1.00111751e+00  2.42505000e+09  6.23902711e-01  2.42505000e+09  1.87003875e+00  0.00000000e+00  2.42505000e+09  1.82028228e+00  0.00000000e+00 
 2.43340000e+09  6.04191695e-01 -1.58616770e-01  2.43340000e+09  9.53039102e+00  1.94066738e+00  2.43340000e+09 -1.18838948e-05  2.58713281e-05  2.43340000e+09  4.43008673e-01  8.94687696e-01  2.43340000e+09  3.47091611e+00  2.43340000e+09  1.00112442e+00  2.43340000e+09  6.23579858e-01  2.43340000e+09  1.86968314e+00  0.00000000e+00  2.43340000e+09  1.81997582e+00  0.00000000e+00 
 2.44175000e+09  6.03832879e-01 -1.58752606e-01  2.44175000e+09  9.57523232e+00  1.87173029e+00  2.44175000e+09 -1.18833729e-05  2.60041488e-05  2.44175000e+09  4.46131864e-01  8.93121031e-01  2.44175000e+09  3.46941729e+00  2.44175000e+09  1.00113132e+00  2.44175000e+09  6.23258293e-01  2.44175000e+09  1.86933328e+00  0.00000000e+00  2.44175000e+09  1.81967418e+00  0.00000000e+00 
 2.45010000e+09  6.03475576e-01 -1.58887548e-01  2.45010000e+09  9.61946261e+00  1.80225658e+00  2.45010000e+09 -1.18825793e-05  2.61369257e-05  2.45010000e+09  4.49235550e-01  8.91550481e-01  2.45010000e+09  3.46790639e+00  2.45010000e+09  1.00113822e+00  2.45010000e+09  6.22938016e-01  2.45010000e+09  1.86898910e+00  0.00000000e+00  2.45010000e+09  1.81937732e+00  0.00000000e+00 
 2.45845000e+09  6.03119783e-01 -1.59021611e-01  2.45845000e+09  9.66307644e+00  1.73225207e+00  2.45845000e+09 -1.18815156e-05  2.62696582e-05  2.45845000e+09  4.52319856e-01  8.89976165e-01  2.45845000e+09  3.46638376e+00  2.45845000e+09  1.00114512e+00  2.45845000e+09  6.22619024e-01  2.45845000e+09  1.86865056e+00  0.00000000e+00  2.45845000e+09  1.81908519e+00  0.00000000e+00 
 2.46680000e+09  6.02765495e-01 -1.59154809e-01  2.46680000e+09  9.70606840e+00  1.66172259e+00  2.46680000e+09 -1.18801834e-05  2.64023454e-05  2.46680000e+09  4.55384905e-01  8.88398203e-01  2.46680000e+09  3.46484977e+00  2.46680000e+09  1.00115200e+00  2.46680000e+09  6.22301316e-01  2.46680000e+09  1.86831760e+00  0.00000000e+00  2.46680000e+09  1.81879777e+00  0.00000000e+00 
 2.47515000e+09  6.02412707e-01 -1.59287154e-01  2.47515000e+09  9.74843314e+00  1.59067401e+00  2.47515000e+09 -1.18785844e-05  2.65349866e-05  2.47515000e+09  4.58430820e-01  8.86816712e-01  2.47515000e+09  3.46330480e+00  2.47515000e+09  1.00115889e+00  2.47515000e+09  6.21984889e-01  2.47515000e+09  1.86799018e+00  0.00000000e+00  2.47515000e+09  1.81851499e+00  0.00000000e+00 
 2.48350000e+09  6.02061415e-01 -1.59418661e-01  2.48350000e+09  9.79016534e+00  1.51911228e+00  2.48350000e+09 -1.18767201e-05  2.66675810e-05  2.48350000e+09  4.61457723e-01  8.85231807e-01  2.48350000e+09  3.46174924e+00  2.48350000e+09  1.00116577e+00  2.48350000e+09  6.21669741e-01  2.48350000e+09  1.86766823e+00  0.00000000e+00  2.48350000e+09  1.81823683e+00  0.00000000e+00 
