 2.40000000e+09  6.89276411e-01 -4.17526165e-02  2.40000000e+09 -3.19187739e+00  8.52110785e-01  2.40000000e+09 -2.58527294e-05 -9.26381936e-06  2.40000000e+09  4.03625800e-01  9.14205411e-01  2.40000000e+09  3.42420760e+00  2.40000000e+09  1.00042075e+00  2.40000000e+09  6.90037610e-01  2.40000000e+09  3.02820585e+00  0.00000000e+00  2.40000000e+09  2.72713338e+00  0.00000000e+00 
 2.40835000e+09  6.89191014e-01 -4.18049080e-02  2.40835000e+09 -3.18650921e+00  8.62965570e-01  2.40835000e+09 -2.60582912e-05 -9.30274912e-06  2.40835000e+09  4.06728137e-01  9.12823128e-01  2.40835000e+09  3.43309222e+00  2.40835000e+09  1.00042507e+00  2.40835000e+09  6.89951395e-01  2.40835000e+09  3.02812112e+00  0.00000000e+00  2.40835000e+09  2.72708135e+00  0.00000000e+00 
 2.41670000e+09  6.89105916e-01 -4.18569430e-02  2.41670000e+09 -3.18109156e+00  8.73740399e-01  2.41670000e+09 -2.62646559e-05 -9.34159046e-06  2.41670000e+09  4.09811069e-01  9.11436892e-01  2.41670000e+09  3.44196278e+00  2.41670000e+09  1.00042942e+00  2.41670000e+09  6.89865454e-01  2.41670000e+09  3.02803614e+00  0.00000000e+00  2.41670000e+09  2.72702917e+00  0.00000000e+00 
 2.42505000e+09  6.89021117e-01 -4.19087241e-02  2.42505000e+09 -3.17562546e+00  8.84435464e-01  2.42505000e+09 -2.64718231e-05 -9.38034276e-06  2.42505000e+09  4.12874720e-01  9.10046824e-01  2.42505000e+09  3.45081927e+00  2.42505000e+09  1.00043379e+00  2.42505000e+09  6.89779788e-01  2.42505000e+09  3.02795094e+00  0.00000000e+00  2.42505000e+09  2.72697686e+00  0.00000000e+00 
 2.43340000e+09  6.88936617e-01 -4.19602542e-02  2.43340000e+09 -3.17011189e+00  8.95050961e-01  2.43340000e+09 -2.66797921e-05 -9.41900540e-06  2.43340000e+09  4.15919215e-01  9.08653047e-01  2.43340000e+09  3.45966170e+00  2.43340000e+09  1.00043818e+00  2.43340000e+09  6.89694398e-01  2.43340000e+09  3.02786549e+00  0.00000000e+00  2.43340000e+09  2.72692440e+00  0.00000000e+00 
 2.44175000e+09  6.88852416e-01 -4.20115360e-02  2.44175000e+09 -3.16455186e+00  9.05587096e-01  2.44175000e+09 -2.68885625e-05 -9.45757779e-06  2.44175000e+09  4.18944677e-01  9.07255679e-01  2.44175000e+09  3.46849007e+00  2.44175000e+09  1.00044259e+00  2.44175000e+09  6.89609282e-01  2.44175000e+09  3.02777982e+00  0.00000000e+00  2.44175000e+09  2.72687180e+00  0.00000000e+00 
 2.45010000e+09  6.88768513e-01 -4.20625724e-02  2.45010000e+09 -3.15894633e+00  9.16044082e-01  2.45010000e+09 -2.70981336e-05 -9.49605931e-06  2.45010000e+09  4.21951229e-01  9.05854836e-01  2.45010000e+09  3.47730437e+00  2.45010000e+09  1.00044702e+00  2.45010000e+09  6.89524442e-01  2.45010000e+09  3.02769391e+00  0.00000000e+00  2.45010000e+09  2.72681905e+00  0.00000000e+00 
 2.45845000e+09  6.88684908e-01 -4.21133661e-02  2.45845000e+09 -3.15329627e+00  9.26422137e-01  2.45845000e+09 -2.73085050e-05 -9.53444938e-06  2.45845000e+09  4.24938996e-01  9.04450632e-01  2.45845000e+09  3.48610461e+00  2.45845000e+09  1.00045147e+00  2.45845000e+09  6.89439876e-01  2.45845000e+09  3.02760777e+00  0.00000000e+00  2.45845000e+09  2.72676617e+00  0.00000000e+00 
 2.46680000e+09  6.88601601e-01 -4.21639198e-02  2.46680000e+09 -3.14760264e+00  9.36721488e-01  2.46680000e+09 -2.75196761e-05 -9.57274741e-06  2.46680000e+09  4.27908099e-01  9.03043182e-01  2.46680000e+09  3.49489078e+00  2.46680000e+09  1.00045594e+00  2.46680000e+09  6.89355584e-01  2.46680000e+09  3.02752139e+00  0.00000000e+00  2.46680000e+09  2.72671314e+00  0.00000000e+00 
 2.47515000e+09  6.88518591e-01 -4.22142361e-02  2.47515000e+09 -3.14186636e+00  9.46942366e-01  2.47515000e+09 -2.77316463e-05 -9.61095283e-06  2.47515000e+09  4.30858659e-01  9.01632596e-01  2.47515000e+09  3.50366287e+00  2.47515000e+09  1.00046043e+00  2.47515000e+09  6.89271568e-01  2.47515000e+09  3.02743478e+00  0.00000000e+00  2.47515000e+09  2.72665997e+00  0.00000000e+00 
 2.48350000e+09  6.88435879e-01 -4.22643179e-02  2.48350000e+09 -3.13608838e+00  9.57085009e-01  2.48350000e+09 -2.79444151e-05 -9.64906504e-06  2.48350000e+09  4.33790800e-01  9.00218982e-01  2.48350000e+09  3.51242088e+00  2.48350000e+09  1.00046494e+00  2.48350000e+09  6.89187825e-01  2.48350000e+09  3.02734794e+00  0.00000000e+00  2.48350000e+09  2.72660666e+00  0.00000000e+00 
