point_id,corner_label,temp_c,vdd_v,amp_v_peak_per_tone,src_tone_v_peak_measured,pin_avail_dbm_per_tone,pout_dbm_per_tone,pim3_dbm,gain_db,iip3_dbm,oip3_dbm,iip3_dbm_dft_crosscheck,v_tone1_out_v,v_tone2_out_v,v_im3l_out_v,v_im3h_out_v,v_im5_out_v,im3_over_im5_db,ic1_a,idd_a,fft_npts,fft_df_hz
iip3_wcs_-40c_vdd1.62v_a2mv,wcs,-40,1.62,2.000000e-03,1.999240e-03,-50.0000,-38.4427,-133.7990,11.5573,-2.3219,9.2354,-2.3216,3.785400e-03,3.781090e-03,6.486840e-08,6.427730e-08,1.132570e-10,55.12,3.821450e-03,4.566360e-03,65536,3.814700e+06
iip3_wcs_-40c_vdd1.80v_a1mv,wcs,-40,1.80,1.000000e-03,9.996210e-04,-56.0206,-44.4359,-152.3314,11.5847,-2.0728,9.5119,-2.0715,1.898700e-03,1.896520e-03,7.695140e-09,7.596660e-09,6.209305e-11,41.81,3.906730e-03,4.667520e-03,65536,3.814700e+06
iip3_wcs_-40c_vdd1.80v_a2mv,wcs,-40,1.80,2.000000e-03,1.999240e-03,-50.0000,-38.4155,-134.2875,11.5845,-2.0640,9.5205,-2.0637,3.797290e-03,3.792930e-03,6.129950e-08,6.078340e-08,1.249825e-10,53.78,3.906730e-03,4.667520e-03,65536,3.814700e+06
iip3_wcs_-40c_vdd1.98v_a1mv,wcs,-40,1.98,1.000000e-03,9.996210e-04,-56.0206,-44.4094,-152.8680,11.6112,-1.7913,9.8200,-1.7898,1.904510e-03,1.902300e-03,7.215660e-09,7.160010e-09,6.162090e-11,41.34,3.996000e-03,4.772610e-03,65536,3.814700e+06
iip3_wcs_-40c_vdd1.98v_a2mv,wcs,-40,1.98,2.000000e-03,1.999240e-03,-50.0000,-38.3890,-134.8017,11.6110,-1.7936,9.8174,-1.7933,3.808930e-03,3.804510e-03,5.771440e-08,5.735130e-08,1.078695e-10,54.54,3.996000e-03,4.772610e-03,65536,3.814700e+06
iip3_wcs_125c_vdd1.62v_a1mv,wcs,125,1.62,1.000000e-03,9.996210e-04,-56.0206,-45.7258,-154.5741,10.2948,-1.5965,8.6983,-1.5959,1.636270e-03,1.635160e-03,6.177530e-09,5.634460e-09,5.437555e-11,40.72,3.657310e-03,4.436120e-03,65536,3.814700e+06
iip3_wcs_125c_vdd1.62v_a2mv,wcs,125,1.62,2.000000e-03,1.999240e-03,-50.0000,-39.7056,-136.5422,10.2944,-1.5817,8.7127,-1.5816,3.272420e-03,3.270200e-03,4.913690e-08,4.503520e-08,1.125316e-10,52.43,3.657310e-03,4.436120e-03,65536,3.814700e+06
iip3_wcs_125c_vdd1.80v_a1mv,wcs,125,1.80,1.000000e-03,9.996210e-04,-56.0206,-45.6872,-154.9348,10.3334,-1.3968,8.9367,-1.3962,1.643580e-03,1.642450e-03,5.923040e-09,5.408490e-09,5.336280e-11,40.52,3.718030e-03,4.513410e-03,65536,3.814700e+06
iip3_wcs_125c_vdd1.80v_a2mv,wcs,125,1.80,2.000000e-03,1.999240e-03,-50.0000,-39.6668,-136.9154,10.3332,-1.3757,8.9574,-1.3756,3.287060e-03,3.284790e-03,4.703550e-08,4.317590e-08,1.119039e-10,52.11,3.718030e-03,4.513410e-03,65536,3.814700e+06
iip3_wcs_125c_vdd1.98v_a1mv,wcs,125,1.98,1.000000e-03,9.996210e-04,-56.0206,-45.6506,-155.3068,10.3700,-1.1925,9.1775,-1.1919,1.650520e-03,1.649360e-03,5.665890e-09,5.190570e-09,5.869775e-11,39.32,3.779660e-03,4.591210e-03,65536,3.814700e+06
iip3_wcs_125c_vdd1.98v_a2mv,wcs,125,1.98,2.000000e-03,1.999240e-03,-50.0000,-39.6303,-137.3082,10.3697,-1.1610,9.2087,-1.1609,3.300940e-03,3.298620e-03,4.493040e-08,4.129190e-08,1.114578e-10,51.75,3.779660e-03,4.591210e-03,65536,3.814700e+06
iip3_wcs_27c_vdd1.62v_a1mv,wcs,27,1.62,1.000000e-03,9.996210e-04,-56.0206,-44.9284,-152.6048,11.0922,-2.1824,8.9099,-2.1814,1.793860e-03,1.792150e-03,7.514200e-09,7.303780e-09,5.708815e-11,42.26,3.748040e-03,4.507260e-03,65536,3.814700e+06
iip3_wcs_27c_vdd1.62v_a2mv,wcs,27,1.62,2.000000e-03,1.999240e-03,-50.0000,-38.9081,-134.5573,11.0919,-2.1754,8.9166,-2.1751,3.587610e-03,3.584170e-03,5.995260e-08,5.839660e-08,1.221440e-10,53.71,3.748040e-03,4.507260e-03,65536,3.814700e+06
iip3_wcs_27c_vdd1.80v_a1mv,wcs,27,1.80,1.000000e-03,9.996210e-04,-56.0206,-44.8967,-153.0087,11.1239,-1.9646,9.1593,-1.9636,1.800420e-03,1.798680e-03,7.170240e-09,6.974430e-09,6.034980e-11,41.38,3.819890e-03,4.595140e-03,65536,3.814700e+06
iip3_wcs_27c_vdd1.80v_a2mv,wcs,27,1.80,2.000000e-03,1.999240e-03,-50.0000,-38.8764,-134.9885,11.1236,-1.9439,9.1797,-1.9437,3.600730e-03,3.597250e-03,5.697790e-08,5.563940e-08,1.116200e-10,54.06,3.819890e-03,4.595140e-03,65536,3.814700e+06
iip3_wcs_27c_vdd1.98v_a1mv,wcs,27,1.98,1.000000e-03,9.996210e-04,-56.0206,-44.8660,-153.4744,11.1546,-1.7164,9.4381,-1.7153,1.806810e-03,1.805030e-03,6.772950e-09,6.633450e-09,5.861845e-11,41.16,3.894700e-03,4.685890e-03,65536,3.814700e+06
iip3_wcs_27c_vdd1.98v_a2mv,wcs,27,1.98,2.000000e-03,1.999240e-03,-50.0000,-38.8457,-135.4392,11.1543,-1.7032,9.4511,-1.7030,3.613500e-03,3.609960e-03,5.405890e-08,5.286340e-08,1.095216e-10,53.77,3.894700e-03,4.685890e-03,65536,3.814700e+06
