point_id,corner_label,temp_c,vdd_v,amp_v_peak_per_tone,src_tone_v_peak_measured,pin_avail_dbm_per_tone,pout_dbm_per_tone,pim3_dbm,gain_db,iip3_dbm,oip3_dbm,iip3_dbm_dft_crosscheck,v_tone1_out_v,v_tone2_out_v,v_im3l_out_v,v_im3h_out_v,v_im5_out_v,im3_over_im5_db,ic1_a,idd_a,fft_npts,fft_df_hz
iip3_fs_125c_vdd1.80v_a2mv,fs,125,1.80,2.000000e-03,1.999240e-03,-50.0000,-39.7024,-136.4729,10.2976,-1.6148,8.6828,-1.6147,3.273550e-03,3.271420e-03,4.864180e-08,4.628430e-08,1.103880e-10,52.67,3.288260e-03,3.865950e-03,65536,3.814700e+06
iip3_fs_125c_vdd1.98v_a1mv,fs,125,1.98,1.000000e-03,9.996210e-04,-56.0206,-45.2681,-156.1657,10.7525,-0.5718,10.1807,-0.5712,1.724930e-03,1.723520e-03,5.036460e-09,4.797910e-09,5.637240e-11,38.81,3.875630e-03,4.538610e-03,65536,3.814700e+06
iip3_fs_125c_vdd1.98v_a2mv,fs,125,1.98,2.000000e-03,1.999240e-03,-50.0000,-39.2477,-138.1624,10.7523,-0.5427,10.2096,-0.5425,3.449770e-03,3.446950e-03,3.989810e-08,3.824810e-08,1.088165e-10,51.10,3.875630e-03,4.538610e-03,65536,3.814700e+06
iip3_fs_27c_vdd1.62v_a1mv,fs,27,1.62,1.000000e-03,9.996210e-04,-56.0206,-45.6258,-148.8751,10.3948,-4.3959,5.9989,-4.3958,1.655220e-03,1.654110e-03,1.140440e-08,1.136090e-08,5.755810e-11,45.92,2.478210e-03,2.936370e-03,65536,3.814700e+06
iip3_fs_27c_vdd1.62v_a2mv,fs,27,1.62,2.000000e-03,1.999240e-03,-50.0000,-39.6057,-130.8450,10.3943,-4.3804,6.0139,-4.3803,3.310230e-03,3.308010e-03,9.086780e-08,9.059120e-08,1.091604e-10,58.39,2.478210e-03,2.936370e-03,65536,3.814700e+06
iip3_fs_27c_vdd1.80v_a1mv,fs,27,1.80,1.000000e-03,9.996210e-04,-56.0206,-45.0655,-150.9566,10.9551,-3.0750,7.8801,-3.0745,1.765700e-03,1.764140e-03,8.964780e-09,8.949510e-09,5.713355e-11,43.91,3.055680e-03,3.599270e-03,65536,3.814700e+06
iip3_fs_27c_vdd1.80v_a2mv,fs,27,1.80,2.000000e-03,1.999240e-03,-50.0000,-39.0453,-132.9284,10.9547,-3.0584,7.8963,-3.0583,3.531240e-03,3.528130e-03,7.137860e-08,7.138270e-08,1.140425e-10,55.93,3.055680e-03,3.599270e-03,65536,3.814700e+06
iip3_fs_27c_vdd1.98v_a1mv,fs,27,1.98,1.000000e-03,9.996210e-04,-56.0206,-44.6716,-153.1766,11.3490,-1.7681,9.5810,-1.7670,1.847770e-03,1.845850e-03,6.947650e-09,6.926230e-09,5.970195e-11,41.30,3.664310e-03,4.293660e-03,65536,3.814700e+06
iip3_fs_27c_vdd1.98v_a2mv,fs,27,1.98,2.000000e-03,1.999240e-03,-50.0000,-38.6512,-135.1556,11.3488,-1.7478,9.6010,-1.7475,3.695430e-03,3.691580e-03,5.525170e-08,5.521940e-08,1.182816e-10,53.39,3.664310e-03,4.293660e-03,65536,3.814700e+06
iip3_sf_-40c_vdd1.62v_a1mv,sf,-40,1.62,1.000000e-03,9.996210e-04,-56.0206,-45.0959,-145.7360,10.9247,-5.7005,5.2242,-5.7002,1.759510e-03,1.758010e-03,1.625930e-08,1.641690e-08,5.827365e-11,48.95,2.319910e-03,2.756030e-03,65536,3.814700e+06
iip3_sf_-40c_vdd1.62v_a2mv,sf,-40,1.62,2.000000e-03,1.999240e-03,-50.0000,-39.0759,-127.6935,10.9241,-5.6912,5.2329,-5.6911,3.518750e-03,3.515740e-03,1.296730e-07,1.311540e-07,1.067301e-10,61.74,2.319910e-03,2.756030e-03,65536,3.814700e+06
iip3_sf_-40c_vdd1.80v_a1mv,sf,-40,1.80,1.000000e-03,9.996210e-04,-56.0206,-44.6064,-148.4454,11.4142,-4.1011,7.3131,-4.1003,1.861700e-03,1.859730e-03,1.190680e-08,1.201300e-08,5.793645e-11,46.30,2.910780e-03,3.432710e-03,65536,3.814700e+06
iip3_sf_-40c_vdd1.80v_a2mv,sf,-40,1.80,2.000000e-03,1.999240e-03,-50.0000,-38.5862,-130.4011,11.4138,-4.0926,7.3212,-4.0924,3.723210e-03,3.719270e-03,9.505160e-08,9.592330e-08,1.091283e-10,58.84,2.910780e-03,3.432710e-03,65536,3.814700e+06
iip3_sf_-40c_vdd1.98v_a1mv,sf,-40,1.98,1.000000e-03,9.996210e-04,-56.0206,-44.2741,-151.2683,11.7465,-2.5235,9.2230,-2.5223,1.934460e-03,1.932120e-03,8.623910e-09,8.659000e-09,5.587120e-11,43.79,3.539420e-03,4.147450e-03,65536,3.814700e+06
iip3_sf_-40c_vdd1.98v_a2mv,sf,-40,1.98,2.000000e-03,1.999240e-03,-50.0000,-38.2537,-133.2158,11.7463,-2.5190,9.2273,-2.5187,3.868800e-03,3.864130e-03,6.879490e-08,6.932000e-08,1.137420e-10,55.67,3.539420e-03,4.147450e-03,65536,3.814700e+06
iip3_sf_125c_vdd1.62v_a1mv,sf,125,1.62,1.000000e-03,9.996210e-04,-56.0206,-46.3399,-152.8776,9.6807,-2.7518,6.9290,-2.7520,1.524420e-03,1.523730e-03,7.389560e-09,6.970340e-09,5.265285e-11,42.69,2.725740e-03,3.218520e-03,65536,3.814700e+06
iip3_sf_125c_vdd1.62v_a2mv,sf,125,1.62,2.000000e-03,1.999240e-03,-50.0000,-40.3197,-134.8624,9.6803,-2.7286,6.9517,-2.7287,3.048700e-03,3.047330e-03,5.878780e-08,5.547660e-08,1.111575e-10,54.22,2.725740e-03,3.218520e-03,65536,3.814700e+06
iip3_sf_125c_vdd1.80v_a1mv,sf,125,1.80,1.000000e-03,9.996210e-04,-56.0206,-45.7227,-154.4867,10.2979,-1.6386,8.6593,-1.6384,1.636840e-03,1.635770e-03,6.109950e-09,5.821570e-09,5.504090e-11,40.70,3.288260e-03,3.865950e-03,65536,3.814700e+06
iip3_sf_125c_vdd1.80v_a2mv,sf,125,1.80,2.000000e-03,1.999240e-03,-50.0000,-39.7024,-136.4729,10.2976,-1.6148,8.6828,-1.6147,3.273550e-03,3.271420e-03,4.864180e-08,4.628430e-08,1.103880e-10,52.67,3.288260e-03,3.865950e-03,65536,3.814700e+06
iip3_sf_125c_vdd1.98v_a1mv,sf,125,1.98,1.000000e-03,9.996210e-04,-56.0206,-45.2681,-156.1657,10.7525,-0.5718,10.1807,-0.5712,1.724930e-03,1.723520e-03,5.036460e-09,4.797910e-09,5.637240e-11,38.81,3.875630e-03,4.538610e-03,65536,3.814700e+06
iip3_sf_125c_vdd1.98v_a2mv,sf,125,1.98,2.000000e-03,1.999240e-03,-50.0000,-39.2477,-138.1624,10.7523,-0.5427,10.2096,-0.5425,3.449770e-03,3.446950e-03,3.989810e-08,3.824810e-08,1.088165e-10,51.10,3.875630e-03,4.538610e-03,65536,3.814700e+06
iip3_sf_27c_vdd1.62v_a1mv,sf,27,1.62,1.000000e-03,9.996210e-04,-56.0206,-45.6258,-148.8751,10.3948,-4.3959,5.9989,-4.3958,1.655220e-03,1.654110e-03,1.140440e-08,1.136090e-08,5.755810e-11,45.92,2.478210e-03,2.936370e-03,65536,3.814700e+06
iip3_sf_27c_vdd1.62v_a2mv,sf,27,1.62,2.000000e-03,1.999240e-03,-50.0000,-39.6057,-130.8450,10.3943,-4.3804,6.0139,-4.3803,3.310230e-03,3.308010e-03,9.086780e-08,9.059120e-08,1.091604e-10,58.39,2.478210e-03,2.936370e-03,65536,3.814700e+06
iip3_sf_27c_vdd1.80v_a1mv,sf,27,1.80,1.000000e-03,9.996210e-04,-56.0206,-45.0655,-150.9566,10.9551,-3.0750,7.8801,-3.0745,1.765700e-03,1.764140e-03,8.964780e-09,8.949510e-09,5.713355e-11,43.91,3.055680e-03,3.599270e-03,65536,3.814700e+06
iip3_sf_27c_vdd1.80v_a2mv,sf,27,1.80,2.000000e-03,1.999240e-03,-50.0000,-39.0453,-132.9284,10.9547,-3.0584,7.8963,-3.0583,3.531240e-03,3.528130e-03,7.137860e-08,7.138270e-08,1.140425e-10,55.93,3.055680e-03,3.599270e-03,65536,3.814700e+06
iip3_sf_27c_vdd1.98v_a1mv,sf,27,1.98,1.000000e-03,9.996210e-04,-56.0206,-44.6716,-153.1766,11.3490,-1.7681,9.5810,-1.7670,1.847770e-03,1.845850e-03,6.947650e-09,6.926230e-09,5.970195e-11,41.30,3.664310e-03,4.293660e-03,65536,3.814700e+06
iip3_sf_27c_vdd1.98v_a2mv,sf,27,1.98,2.000000e-03,1.999240e-03,-50.0000,-38.6512,-135.1556,11.3488,-1.7478,9.6010,-1.7475,3.695430e-03,3.691580e-03,5.525170e-08,5.521940e-08,1.182816e-10,53.39,3.664310e-03,4.293660e-03,65536,3.814700e+06
iip3_typ_-40c_vdd1.62v_a1mv,typ,-40,1.62,1.000000e-03,9.996210e-04,-56.0206,-45.0959,-145.7360,10.9247,-5.7005,5.2242,-5.7002,1.759510e-03,1.758010e-03,1.625930e-08,1.641690e-08,5.827365e-11,48.95,2.319910e-03,2.756030e-03,65536,3.814700e+06
iip3_typ_-40c_vdd1.62v_a2mv,typ,-40,1.62,2.000000e-03,1.999240e-03,-50.0000,-39.0759,-127.6935,10.9241,-5.6912,5.2329,-5.6911,3.518750e-03,3.515740e-03,1.296730e-07,1.311540e-07,1.067301e-10,61.74,2.319910e-03,2.756030e-03,65536,3.814700e+06
iip3_typ_-40c_vdd1.80v_a1mv,typ,-40,1.80,1.000000e-03,9.996210e-04,-56.0206,-44.6064,-148.4454,11.4142,-4.1011,7.3131,-4.1003,1.861700e-03,1.859730e-03,1.190680e-08,1.201300e-08,5.793645e-11,46.30,2.910780e-03,3.432710e-03,65536,3.814700e+06
iip3_typ_-40c_vdd1.80v_a2mv,typ,-40,1.80,2.000000e-03,1.999240e-03,-50.0000,-38.5862,-130.4011,11.4138,-4.0926,7.3212,-4.0924,3.723210e-03,3.719270e-03,9.505160e-08,9.592330e-08,1.091283e-10,58.84,2.910780e-03,3.432710e-03,65536,3.814700e+06
iip3_typ_-40c_vdd1.98v_a1mv,typ,-40,1.98,1.000000e-03,9.996210e-04,-56.0206,-44.2741,-151.2683,11.7465,-2.5235,9.2230,-2.5223,1.934460e-03,1.932120e-03,8.623910e-09,8.659000e-09,5.587120e-11,43.79,3.539420e-03,4.147450e-03,65536,3.814700e+06
iip3_typ_-40c_vdd1.98v_a2mv,typ,-40,1.98,2.000000e-03,1.999240e-03,-50.0000,-38.2537,-133.2158,11.7463,-2.5190,9.2273,-2.5187,3.868800e-03,3.864130e-03,6.879490e-08,6.932000e-08,1.137420e-10,55.67,3.539420e-03,4.147450e-03,65536,3.814700e+06
iip3_typ_125c_vdd1.62v_a1mv,typ,125,1.62,1.000000e-03,9.996210e-04,-56.0206,-46.3399,-152.8776,9.6807,-2.7518,6.9290,-2.7520,1.524420e-03,1.523730e-03,7.389560e-09,6.970340e-09,5.265285e-11,42.69,2.725740e-03,3.218520e-03,65536,3.814700e+06
iip3_typ_125c_vdd1.62v_a2mv,typ,125,1.62,2.000000e-03,1.999240e-03,-50.0000,-40.3197,-134.8624,9.6803,-2.7286,6.9517,-2.7287,3.048700e-03,3.047330e-03,5.878780e-08,5.547660e-08,1.111575e-10,54.22,2.725740e-03,3.218520e-03,65536,3.814700e+06
iip3_typ_125c_vdd1.80v_a1mv,typ,125,1.80,1.000000e-03,9.996210e-04,-56.0206,-45.7227,-154.4867,10.2979,-1.6386,8.6593,-1.6384,1.636840e-03,1.635770e-03,6.109950e-09,5.821570e-09,5.504090e-11,40.70,3.288260e-03,3.865950e-03,65536,3.814700e+06
iip3_typ_125c_vdd1.80v_a2mv,typ,125,1.80,2.000000e-03,1.999240e-03,-50.0000,-39.7024,-136.4729,10.2976,-1.6148,8.6828,-1.6147,3.273550e-03,3.271420e-03,4.864180e-08,4.628430e-08,1.103880e-10,52.67,3.288260e-03,3.865950e-03,65536,3.814700e+06
iip3_typ_125c_vdd1.98v_a1mv,typ,125,1.98,1.000000e-03,9.996210e-04,-56.0206,-45.2681,-156.1657,10.7525,-0.5718,10.1807,-0.5712,1.724930e-03,1.723520e-03,5.036460e-09,4.797910e-09,5.637240e-11,38.81,3.875630e-03,4.538610e-03,65536,3.814700e+06
iip3_typ_125c_vdd1.98v_a2mv,typ,125,1.98,2.000000e-03,1.999240e-03,-50.0000,-39.2477,-138.1624,10.7523,-0.5427,10.2096,-0.5425,3.449770e-03,3.446950e-03,3.989810e-08,3.824810e-08,1.088165e-10,51.10,3.875630e-03,4.538610e-03,65536,3.814700e+06
iip3_typ_27c_vdd1.62v_a1mv,typ,27,1.62,1.000000e-03,9.996210e-04,-56.0206,-45.6258,-148.8751,10.3948,-4.3959,5.9989,-4.3958,1.655220e-03,1.654110e-03,1.140440e-08,1.136090e-08,5.755810e-11,45.92,2.478210e-03,2.936370e-03,65536,3.814700e+06
iip3_typ_27c_vdd1.62v_a2mv,typ,27,1.62,2.000000e-03,1.999240e-03,-50.0000,-39.6057,-130.8450,10.3943,-4.3804,6.0139,-4.3803,3.310230e-03,3.308010e-03,9.086780e-08,9.059120e-08,1.091604e-10,58.39,2.478210e-03,2.936370e-03,65536,3.814700e+06
iip3_typ_27c_vdd1.80v_a0p5mv,typ,27,1.80,5.000000e-04,4.998100e-04,-62.0412,-51.0860,-168.8583,10.9552,-3.1551,7.8001,-3.1528,8.828590e-04,8.820820e-04,1.145620e-09,1.135330e-09,3.101200e-11,31.31,3.055680e-03,3.599270e-03,65536,3.814700e+06
iip3_typ_27c_vdd1.80v_a1mv,typ,27,1.80,1.000000e-03,9.996210e-04,-56.0206,-45.0655,-150.9566,10.9551,-3.0750,7.8801,-3.0745,1.765700e-03,1.764140e-03,8.964780e-09,8.949510e-09,5.713355e-11,43.91,3.055680e-03,3.599270e-03,65536,3.814700e+06
iip3_typ_27c_vdd1.80v_a2mv,typ,27,1.80,2.000000e-03,1.999240e-03,-50.0000,-39.0453,-132.9284,10.9547,-3.0584,7.8963,-3.0583,3.531240e-03,3.528130e-03,7.137860e-08,7.138270e-08,1.140425e-10,55.93,3.055680e-03,3.599270e-03,65536,3.814700e+06
iip3_typ_27c_vdd1.80v_a4mv,typ,27,1.80,4.000000e-03,3.998480e-03,-43.9794,-33.0262,-114.8729,10.9532,-3.0561,7.8971,-3.0560,7.061220e-03,7.055000e-03,5.706820e-07,5.705750e-07,1.629084e-10,70.89,3.055680e-03,3.599270e-03,65536,3.814700e+06
iip3_typ_27c_vdd1.80v_a8mv,typ,27,1.80,8.000000e-03,7.996960e-03,-37.9588,-27.0119,-96.8183,10.9469,-3.0556,7.8913,-3.0556,1.411230e-02,1.409990e-02,4.561450e-06,4.561100e-06,6.236030e-09,57.28,3.055680e-03,3.599270e-03,65536,3.814700e+06
iip3_typ_27c_vdd1.98v_a1mv,typ,27,1.98,1.000000e-03,9.996210e-04,-56.0206,-44.6716,-153.1766,11.3490,-1.7681,9.5810,-1.7670,1.847770e-03,1.845850e-03,6.947650e-09,6.926230e-09,5.970195e-11,41.30,3.664310e-03,4.293660e-03,65536,3.814700e+06
iip3_typ_27c_vdd1.98v_a2mv,typ,27,1.98,2.000000e-03,1.999240e-03,-50.0000,-38.6512,-135.1556,11.3488,-1.7478,9.6010,-1.7475,3.695430e-03,3.691580e-03,5.525170e-08,5.521940e-08,1.182816e-10,53.39,3.664310e-03,4.293660e-03,65536,3.814700e+06
iip3_wcs_-40c_vdd1.62v_a1mv,wcs,-40,1.62,1.000000e-03,9.996210e-04,-56.0206,-45.4906,-145.4285,10.5300,-6.0516,4.4784,-6.0513,1.681240e-03,1.680020e-03,1.696070e-08,1.689300e-08,5.657560e-11,49.52,2.259680e-03,2.692340e-03,65536,3.814700e+06
iip3_wcs_-40c_vdd1.62v_a2mv,wcs,-40,1.62,2.000000e-03,1.999240e-03,-50.0000,-39.4707,-127.3844,10.5293,-6.0432,4.4861,-6.0431,3.362180e-03,3.359760e-03,1.354150e-07,1.348640e-07,1.063676e-10,62.08,2.259680e-03,2.692340e-03,65536,3.814700e+06
iip3_wcs_-40c_vdd1.80v_a1mv,wcs,-40,1.80,1.000000e-03,9.996210e-04,-56.0206,-44.9884,-147.9781,11.0322,-4.5257,6.5065,-4.5251,1.781470e-03,1.779840e-03,1.265230e-08,1.258970e-08,5.723430e-11,46.87,2.826870e-03,3.345050e-03,65536,3.814700e+06
iip3_wcs_-40c_vdd1.80v_a2mv,wcs,-40,1.80,2.000000e-03,1.999240e-03,-50.0000,-38.9683,-129.9292,11.0317,-4.5196,6.5121,-4.5194,3.562740e-03,3.559480e-03,1.010040e-07,1.006340e-07,1.066650e-10,59.51,2.826870e-03,3.345050e-03,65536,3.814700e+06
iip3_wcs_-40c_vdd1.98v_a1mv,wcs,-40,1.98,1.000000e-03,9.996210e-04,-56.0206,-44.6450,-150.6200,11.3756,-3.0331,8.3425,-3.0321,1.853440e-03,1.851490e-03,9.358280e-09,9.263980e-09,5.775290e-11,44.15,3.421900e-03,4.025910e-03,65536,3.814700e+06
iip3_wcs_-40c_vdd1.98v_a2mv,wcs,-40,1.98,2.000000e-03,1.999240e-03,-50.0000,-38.6247,-132.5667,11.3753,-3.0290,8.3463,-3.0287,3.706750e-03,3.702840e-03,7.455710e-08,7.427400e-08,1.207190e-10,55.80,3.421900e-03,4.025910e-03,65536,3.814700e+06
iip3_wcs_125c_vdd1.62v_a1mv,wcs,125,1.62,1.000000e-03,9.996210e-04,-56.0206,-46.8562,-152.5481,9.1644,-3.1747,5.9898,-3.1748,1.436350e-03,1.435890e-03,7.906620e-09,7.008490e-09,5.096865e-11,43.31,2.573250e-03,3.060810e-03,65536,3.814700e+06
iip3_wcs_125c_vdd1.62v_a2mv,wcs,125,1.62,2.000000e-03,1.999240e-03,-50.0000,-40.8361,-134.5287,9.1639,-3.1537,6.0103,-3.1537,2.872550e-03,2.871620e-03,6.295960e-08,5.578000e-08,1.057688e-10,54.98,2.573250e-03,3.060810e-03,65536,3.814700e+06
iip3_wcs_125c_vdd1.80v_a1mv,wcs,125,1.80,1.000000e-03,9.996210e-04,-56.0206,-46.2306,-153.7005,9.7900,-2.2856,7.5044,-2.2854,1.543770e-03,1.542980e-03,6.856960e-09,6.204910e-09,5.310255e-11,41.80,3.088930e-03,3.661130e-03,65536,3.814700e+06
