 0.00000000e+00  4.29143414e-41 
 5.00000000e-10  2.06423196e-13 
 1.00000000e-09 -3.88520445e-17 
 2.00000000e-09  1.71700445e-16 
 4.00000000e-09 -1.03853703e-16 
 8.00000000e-09  2.13907588e-16 
 1.60000000e-08 -1.05644230e-16 
 3.20000000e-08  2.96901023e-16 
 6.40000000e-08  6.20322400e-16 
 1.14000000e-07  2.00493573e-14 
 1.64000000e-07  5.13826852e-13 
 2.14000000e-07  1.33306308e-11 
 2.64000000e-07  3.45108452e-10 
 3.14000000e-07  8.32489374e-09 
 3.64000000e-07  9.16565470e-08 
 4.14000000e-07  1.95244842e-07 
 4.64000000e-07  1.76181718e-07 
 5.14000000e-07  1.61660451e-07 
 5.64000000e-07  1.44011321e-07 
 6.14000000e-07  1.35775232e-07 
 6.64000000e-07  1.29717194e-07 
 7.14000000e-07  1.25011619e-07 
 7.64000000e-07  1.34261264e-07 
 8.14000000e-07  2.84893774e-07 
 8.64000000e-07  3.90172798e-06 
 9.14000000e-07  1.30905209e-04 
 9.57000000e-07  3.44914401e-04 
 9.76525503e-07  3.43058782e-04 
 9.88262751e-07  3.42644824e-04 
 1.00000000e-06  3.42906278e-04 
 1.00198068e-06  3.42190393e-04 
 1.00594203e-06  3.41350082e-04 
 1.01386473e-06  3.40257583e-04 
 1.02971014e-06  3.39287313e-04 
 1.06140095e-06  3.38931540e-04 
 1.11140095e-06  3.38964213e-04 
 1.16140095e-06  3.38957241e-04 
 1.21140095e-06  3.38956304e-04 
 1.26140095e-06  3.38959881e-04 
 1.31140095e-06  3.38955843e-04 
 1.36140095e-06  3.38959943e-04 
 1.41140095e-06  3.38955834e-04 
 1.46140095e-06  3.38959952e-04 
 1.51140095e-06  3.38955831e-04 
 1.56140095e-06  3.38959947e-04 
 1.61140095e-06  3.38955841e-04 
 1.66140095e-06  3.38959934e-04 
 1.71140095e-06  3.38955854e-04 
 1.76140095e-06  3.38959921e-04 
 1.81140095e-06  3.38955867e-04 
 1.86140095e-06  3.38959908e-04 
 1.91140095e-06  3.38955880e-04 
 1.96140095e-06  3.38959896e-04 
 2.01140095e-06  3.38955892e-04 
 2.06140095e-06  3.38959883e-04 
 2.11140095e-06  3.38955904e-04 
 2.16140095e-06  3.38959871e-04 
 2.21140095e-06  3.38955917e-04 
 2.26140095e-06  3.38959859e-04 
 2.31140095e-06  3.38955929e-04 
 2.36140095e-06  3.38959847e-04 
 2.41140095e-06  3.38955941e-04 
 2.46140095e-06  3.38959835e-04 
 2.51140095e-06  3.38955953e-04 
 2.56140095e-06  3.38959823e-04 
 2.61140095e-06  3.38955964e-04 
 2.66140095e-06  3.38959811e-04 
 2.71140095e-06  3.38955976e-04 
 2.76140095e-06  3.38959800e-04 
 2.81140095e-06  3.38955987e-04 
 2.86140095e-06  3.38959788e-04 
 2.91140095e-06  3.38955998e-04 
 2.96140095e-06  3.38959777e-04 
 3.01140095e-06  3.38956010e-04 
 3.06140095e-06  3.38959766e-04 
 3.11140095e-06  3.38956021e-04 
 3.16140095e-06  3.38959755e-04 
 3.21140095e-06  3.38956031e-04 
 3.26140095e-06  3.38959744e-04 
 3.31140095e-06  3.38956042e-04 
 3.36140095e-06  3.38959733e-04 
 3.41140095e-06  3.38956053e-04 
 3.46140095e-06  3.38959722e-04 
 3.51140095e-06  3.38956063e-04 
 3.56140095e-06  3.38959712e-04 
 3.61140095e-06  3.38956074e-04 
 3.66140095e-06  3.38959701e-04 
 3.71140095e-06  3.38956084e-04 
 3.76140095e-06  3.38959691e-04 
 3.81140095e-06  3.38956094e-04 
 3.86140095e-06  3.38959681e-04 
