point_id,variant,family,topology,nx1,m1,nx2,m2,emitter_units_stage1,emitter_area_um2_stage1,xmis_w_um,corner_label,temp_c,vdd_v,ic1_a,ic2_a,ib1_a,jc1_ma_um2,vce1_v,vce2_v,vbe1_v,idd_a,pdc_w,pdc_violates_10mw,ic1_violates_4p5ma,s11_db_worst,s21_db_min,s21_db_max,s12_db_max,s22_db_worst,gain_in_match_basis_db_min,ga_max_ideal_db_min,ga_max_q10_db_min,nf_sp_db_at_band_lo,nfmin_sp_db_at_band_lo,nfmin290_db_at_band_lo,nfmin290_db_worst,nfmin_reref_delta_db,nf290_db_at_band_lo,nf290_db_worst,nf30015_db_at_band_lo,gain_ac_db_at_band_lo,k_inband_min,mu_inband_min,n_inband_pts_mu_lt_1,n_inband_pts,mag_delta_inband_max,k_broadband_min,mu_broadband_min,f_at_mu_broadband_min_hz,n_broadband_pts_mu_lt_1,n_broadband_pts,s11_mag_broadband_max,s22_mag_broadband_max,model_card_flags
t_equal_fs_125c_vdd1.98v,t_equal,B-2stage,2stage,8,1,8,1,8,0.9216,273,fs,125,1.98,2.116380e-03,2.116380e-03,4.647870e-06,2.2964,1.0783,0.9017,0.7277,4.804870e-03,9.513630e-03,0,0,-3.0419,18.0833,18.2809,-112.0428,-0.0041,21.0622,51.1124,28.3491,3.3084,2.8945,3.6186,3.6186,0.7241,4.096,4.096,4.0054,18.0833,12.5267645,1.00043953,0,11,0.7042,-184.226477,0.99999999,8.413951e+07,24,140,0.820746,1.0,in_box
t_nfw_typ_-40c_vdd1.62v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,typ,-40,1.62,4.087880e-03,8.420020e-04,2.729880e-06,0.8871,0.6284,0.9916,0.8541,5.272950e-03,8.542180e-03,0,0,-3.6546,21.2601,21.4059,-98.4529,-0.0039,23.7095,53.9778,30.9997,1.4557,1.4495,1.2009,1.2009,-0.2486,1.2062,1.2063,1.1704,21.2601,1.65275063,1.00015178,0,11,0.656203,1.52020354,1.0,1.000000e+07,0,140,0.825877,1.0,in_box
t_nfw_typ_-40c_vdd1.80v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,typ,-40,1.80,4.130770e-03,8.511400e-04,2.762830e-06,0.8964,0.7932,1.0068,0.8541,5.340500e-03,9.612900e-03,0,0,-3.6394,21.314,21.4574,-98.6732,-0.0038,23.7749,54.199,31.0662,1.4537,1.4476,1.1993,1.1993,-0.2483,1.2045,1.2046,1.1688,21.314,1.61167246,1.0001399,0,11,0.657363,1.55680932,1.0,1.000000e+07,0,140,0.825887,1.0,in_box
t_nfw_typ_-40c_vdd1.98v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,typ,-40,1.98,4.175110e-03,8.605750e-04,2.794500e-06,0.9061,0.9579,1.0221,0.8541,5.409760e-03,1.071130e-02,1,0,-3.6268,21.3709,21.512,-98.8427,-0.0036,23.8414,54.4139,31.1336,1.4516,1.4457,1.1977,1.1977,-0.248,1.2027,1.2028,1.167,21.3709,1.56372561,1.00012755,0,11,0.658324,1.51961856,1.0,1.000000e+07,0,140,0.825897,1.0,in_box
t_nfw_typ_27c_vdd1.62v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,typ,27,1.62,3.945750e-03,8.237770e-04,4.936620e-06,0.8563,0.6902,0.9298,0.7898,5.125860e-03,8.303890e-03,0,0,-3.8526,19.1349,19.3258,-98.393,-0.0042,21.44,51.3952,28.7277,1.5635,1.5519,1.5974,1.5974,0.0454,1.6092,1.6092,1.5635,19.1349,2.57797075,1.00027995,0,11,0.641415,0.91578559,1.0,1.000000e+07,0,140,0.826221,1.0,in_box
t_nfw_typ_27c_vdd1.80v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,typ,27,1.80,3.978740e-03,8.310700e-04,4.982430e-06,0.8634,0.8549,0.9451,0.7898,5.181750e-03,9.327160e-03,0,0,-3.8366,19.1875,19.3763,-98.6215,-0.0041,21.5039,51.6225,28.7927,1.5611,1.5499,1.5953,1.5953,0.0454,1.6068,1.6068,1.5611,19.1875,2.52011706,1.00026495,0,11,0.642606,1.88542497,1.0,1.000000e+07,0,140,0.826231,1.0,in_box
t_nfw_typ_27c_vdd1.98v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,typ,27,1.98,4.013380e-03,8.386620e-04,5.020610e-06,0.871,1.0196,0.9604,0.7898,5.239530e-03,1.037430e-02,1,0,-3.8239,19.2439,19.4305,-98.7968,-0.0039,21.5693,51.842,28.8591,1.5587,1.5477,1.593,1.593,0.0453,1.6042,1.6042,1.5587,19.2439,2.45298344,1.00025031,0,11,0.643562,2.1939845,1.0,1.000000e+07,0,140,0.826238,1.0,in_box
t_nfw_typ_125c_vdd1.62v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,typ,125,1.62,3.775790e-03,7.961840e-04,7.923230e-06,0.8194,0.7893,0.8307,0.687,4.947940e-03,8.015650e-03,0,0,-4.0526,16.1136,16.3593,-98.2219,-0.0047,18.284,47.8644,25.5677,1.7582,1.729,2.2308,2.2308,0.5018,2.2665,2.2665,2.2064,16.1136,4.29270238,1.00040819,0,11,0.626802,-1.26508354,1.0,1.000000e+07,0,140,0.827034,1.0,in_box
t_nfw_typ_125c_vdd1.80v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,typ,125,1.80,3.802780e-03,8.022640e-04,7.977980e-06,0.8253,0.954,0.846,0.687,4.996850e-03,8.994320e-03,0,0,-4.0368,16.1685,16.4121,-98.4613,-0.0045,18.3492,48.1111,25.6343,1.7549,1.7262,2.2273,2.2273,0.5011,2.2624,2.2624,2.2023,16.1685,4.1913396,1.0003882,0,11,0.627963,-0.7129177,1.0,1.000000e+07,0,140,0.827027,1.0,in_box
t_nfw_typ_125c_vdd1.98v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,typ,125,1.98,3.835850e-03,8.091890e-04,7.952470e-06,0.8324,1.1186,0.8614,0.6871,5.052510e-03,1.000400e-02,1,0,-4.025,16.2352,16.4766,-98.6455,-0.0043,18.4236,48.3549,25.71,1.7507,1.7226,2.223,2.223,0.5004,2.2573,2.2573,2.1974,16.2352,4.07312678,1.00036943,0,11,0.628828,0.1496695,1.0,1.000000e+07,0,140,0.826984,1.0,in_box
t_nfw_bcs_-40c_vdd1.62v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,bcs,-40,1.62,4.195210e-03,8.530320e-04,1.510180e-06,0.9104,0.6348,0.9852,0.8491,5.393830e-03,8.738010e-03,0,0,-3.4982,21.5672,21.6942,-100.0112,-0.0031,24.139,55.4286,31.4388,1.3386,1.3341,1.1029,1.1035,-0.2312,1.1067,1.1075,1.0735,21.5672,1.40919385,1.00008472,0,11,0.668195,0.79295552,1.0,1.000000e+07,0,140,0.82737,1.0,in_box
t_nfw_bcs_-40c_vdd1.80v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,bcs,-40,1.80,4.243960e-03,8.630510e-04,1.530110e-06,0.921,0.7995,1.0005,0.8491,5.468120e-03,9.842610e-03,0,0,-3.4851,21.6287,21.7532,-100.2177,-0.003,24.211,55.6612,31.5117,1.3363,1.3318,1.101,1.1016,-0.2309,1.1047,1.1055,1.0716,21.6287,1.36634847,1.00007477,0,11,0.669209,1.32674839,1.0,1.000000e+07,0,140,0.827372,1.0,in_box
t_nfw_bcs_-40c_vdd1.98v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,bcs,-40,1.98,4.294780e-03,8.734670e-04,1.547770e-06,0.932,0.9643,1.0157,0.8491,5.544840e-03,1.097880e-02,1,0,-3.4741,21.6932,21.8153,-100.3772,-0.0029,24.2845,55.8873,31.586,1.3338,1.3295,1.099,1.0996,-0.2305,1.1027,1.1035,1.0696,21.6932,1.3184958,1.00006443,0,11,0.670065,1.28637897,1.0,1.000000e+07,0,140,0.827373,1.0,in_box
t_nfw_bcs_27c_vdd1.62v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,bcs,27,1.62,4.122180e-03,8.448770e-04,2.774090e-06,0.8946,0.6982,0.9218,0.7841,5.325730e-03,8.627680e-03,0,0,-3.6607,19.5328,19.704,-99.9439,-0.0033,21.9775,52.9461,29.2752,1.4433,1.4372,1.4798,1.4798,0.0426,1.4861,1.4861,1.4433,19.5328,2.20756803,1.00019367,0,11,0.655814,-1.2826469,1.0,1.000000e+07,0,140,0.828771,1.0,in_box
t_nfw_bcs_27c_vdd1.80v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,bcs,27,1.80,4.161060e-03,8.530440e-04,2.802670e-06,0.903,0.8629,0.9371,0.7841,5.388390e-03,9.699100e-03,0,0,-3.6471,19.5929,19.7618,-100.1573,-0.0032,22.048,53.1844,29.3466,1.4406,1.4347,1.4773,1.4773,0.0426,1.4833,1.4833,1.4406,19.5929,2.14827394,1.00018137,0,11,0.656853,0.04909523,1.0,1.000000e+07,0,140,0.828772,1.0,in_box
t_nfw_bcs_27c_vdd1.98v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,bcs,27,1.98,4.202290e-03,8.616100e-04,2.819960e-06,0.912,1.0277,0.9523,0.7841,5.453730e-03,1.079840e-02,1,0,-3.6359,19.6571,19.8239,-100.3218,-0.0031,22.1207,53.415,29.4202,1.4378,1.4321,1.4746,1.4746,0.0425,1.4805,1.4805,1.4378,19.6571,2.08235921,1.00016932,0,11,0.657703,1.50517602,1.0,1.000000e+07,0,140,0.828769,1.0,in_box
t_nfw_bcs_125c_vdd1.62v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,bcs,125,1.62,4.023440e-03,8.296660e-04,4.529420e-06,0.8731,0.7996,0.8204,0.6805,5.231220e-03,8.474580e-03,0,0,-3.8291,16.6909,16.9146,-99.7687,-0.0037,19.0126,49.6015,26.307,1.623,1.6053,2.0789,2.0789,0.4737,2.1008,2.1008,2.0441,16.6909,3.63472259,1.00030235,0,11,0.643217,-7.49851352,1.0,4.731513e+07,9,140,0.830341,1.0,in_box
t_nfw_bcs_125c_vdd1.80v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,bcs,125,1.80,4.056240e-03,8.366170e-04,4.559980e-06,0.8803,0.9643,0.8357,0.6805,5.286810e-03,9.516260e-03,0,0,-3.8156,16.7532,16.9747,-99.9913,-0.0035,19.0845,49.8592,26.38,1.6194,1.6021,2.075,2.075,0.4729,2.0963,2.0963,2.0397,16.7532,3.53450782,1.00028615,0,11,0.644227,-6.77253559,1.0,5.011872e+07,8,140,0.830325,1.0,in_box
t_nfw_bcs_125c_vdd1.98v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,bcs,125,1.98,4.098650e-03,8.448820e-04,4.477490e-06,0.8895,1.1289,0.8511,0.6806,5.353130e-03,1.059920e-02,1,0,-3.8054,16.832,17.0511,-100.1637,-0.0034,19.1705,50.1188,26.4671,1.6146,1.5978,2.0698,2.0698,0.472,2.0904,2.0904,2.0339,16.832,3.4197841,1.0002707,0,11,0.644996,-5.57019709,1.0,5.308844e+07,6,140,0.830273,1.0,in_box
t_nfw_wcs_-40c_vdd1.62v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,wcs,-40,1.62,3.923300e-03,8.238280e-04,4.633850e-06,0.8514,0.6202,0.9998,0.8602,5.088120e-03,8.242750e-03,0,0,-3.8301,20.8764,21.0423,-97.0345,-0.0049,23.1973,52.5515,30.4775,1.5954,1.5824,1.3143,1.3143,-0.2681,1.3255,1.3255,1.2867,20.8764,1.93280881,1.00023728,0,11,0.642996,1.83351675,1.0,1.000000e+07,0,140,0.823362,1.0,in_box
t_nfw_wcs_-40c_vdd1.80v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,wcs,-40,1.80,3.959200e-03,8.318940e-04,4.683200e-06,0.8592,0.785,1.015,0.8602,5.147610e-03,9.265700e-03,0,0,-3.8126,20.9224,21.0859,-97.2686,-0.0047,23.2558,52.7606,30.5371,1.5937,1.581,1.3131,1.3131,-0.2679,1.324,1.324,1.2852,20.9224,1.89470532,1.00022334,0,11,0.644307,1.80795268,1.0,1.000000e+07,0,140,0.823386,1.0,in_box
t_nfw_wcs_-40c_vdd1.98v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,wcs,-40,1.98,3.996190e-03,8.402050e-04,4.732390e-06,0.8672,0.9498,1.0302,0.8601,5.208390e-03,1.031260e-02,1,0,-3.7985,20.9714,21.1327,-97.4477,-0.0045,23.3148,52.9638,30.5972,1.5919,1.5795,1.3118,1.3118,-0.2677,1.3225,1.3225,1.2838,20.9714,1.84735665,1.00020885,0,11,0.64537,1.77674654,1.0,1.000000e+07,0,140,0.82341,1.0,in_box
t_nfw_wcs_27c_vdd1.62v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,wcs,27,1.62,3.689020e-03,7.911180e-04,8.186730e-06,0.8006,0.6798,0.9402,0.7965,4.834550e-03,7.831970e-03,0,0,-4.0742,18.5755,18.7888,-96.9878,-0.0053,20.7319,49.7765,28.009,1.7119,1.6906,1.7393,1.7393,0.0487,1.7612,1.7612,1.712,18.5755,3.05104829,1.00038773,0,11,0.625179,2.56709531,1.0,1.000000e+07,0,140,0.82239,1.0,in_box
t_nfw_wcs_27c_vdd1.80v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,wcs,27,1.80,3.715310e-03,7.973700e-04,8.251970e-06,0.8063,0.8445,0.9555,0.7965,4.882710e-03,8.788870e-03,0,0,-4.0557,18.6202,18.8313,-97.2318,-0.0051,20.7885,49.9917,28.067,1.7099,1.6889,1.7376,1.7376,0.0487,1.7591,1.7591,1.7099,18.6202,2.9961661,1.00036979,0,11,0.626527,2.55215543,1.0,1.000000e+07,0,140,0.822415,1.0,in_box
t_nfw_wcs_27c_vdd1.98v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,wcs,27,1.98,3.742620e-03,8.038270e-04,8.312900e-06,0.8122,1.0093,0.9707,0.7965,4.932010e-03,9.765380e-03,0,0,-4.0413,18.6682,18.8773,-97.4176,-0.0049,20.8459,50.1991,28.1256,1.7078,1.6871,1.7358,1.7358,0.0487,1.7569,1.7569,1.7078,18.6682,2.92824608,1.00035232,0,11,0.627582,2.52980837,1.0,1.000000e+07,0,140,0.822438,1.0,in_box
t_nfw_wcs_125c_vdd1.62v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,wcs,125,1.62,3.432850e-03,7.469800e-04,1.282180e-05,0.745,0.7762,0.8438,0.6948,4.554010e-03,7.377490e-03,0,0,-4.3082,15.2438,15.5155,-96.8267,-0.0058,17.2561,45.9306,24.5287,1.935,1.8886,2.4252,2.4252,0.5366,2.4814,2.4814,2.417,15.2438,5.22286597,1.00053658,0,11,0.608555,3.99007557,1.0,1.000000e+07,0,140,0.822383,1.0,in_box
t_nfw_wcs_125c_vdd1.80v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,wcs,125,1.80,3.453570e-03,7.520510e-04,1.290080e-05,0.7495,0.9409,0.8591,0.6948,4.595680e-03,8.272220e-03,0,0,-4.2897,15.2909,15.5605,-97.0836,-0.0056,17.3142,46.1654,24.5883,1.9318,1.886,2.4221,2.4221,0.536,2.4776,2.4776,2.4132,15.2909,5.12121804,1.00051241,0,11,0.609863,3.97237987,1.0,1.000000e+07,0,140,0.822389,1.0,in_box
t_nfw_wcs_125c_vdd1.98v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,wcs,125,1.98,3.477450e-03,7.575550e-04,1.292780e-05,0.7547,1.1055,0.8745,0.6948,4.640740e-03,9.188660e-03,0,0,-4.2764,15.3455,15.6131,-97.2795,-0.0053,17.3767,46.3929,24.6524,1.9282,1.8831,2.4185,2.4185,0.5354,2.4732,2.4732,2.4089,15.3455,4.99821231,1.00048995,0,11,0.610815,3.9203156,1.0,1.000000e+07,0,140,0.822366,1.0,in_box
t_nfw_sf_-40c_vdd1.62v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,sf,-40,1.62,4.087290e-03,8.418790e-04,2.729500e-06,0.887,0.6284,0.9916,0.8541,5.270710e-03,8.538540e-03,0,0,-3.6546,21.259,21.4049,-98.4529,-0.0039,23.7083,53.9766,30.9986,1.4558,1.4495,1.2009,1.2009,-0.2486,1.2063,1.2063,1.1705,21.259,1.65315567,1.00015186,0,11,0.656196,1.52107751,1.0,1.000000e+07,0,140,0.82588,1.0,in_box
t_nfw_sf_-40c_vdd1.80v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,sf,-40,1.80,4.130190e-03,8.510170e-04,2.762450e-06,0.8963,0.7932,1.0068,0.8541,5.338260e-03,9.608870e-03,0,0,-3.6394,21.313,21.4565,-98.6732,-0.0038,23.7739,54.1978,31.0652,1.4537,1.4477,1.1994,1.1994,-0.2483,1.2045,1.2046,1.1688,21.313,1.61202652,1.00013996,0,11,0.657357,1.55711437,1.0,1.000000e+07,0,140,0.825889,1.0,in_box
t_nfw_sf_-40c_vdd1.98v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,sf,-40,1.98,4.174580e-03,8.604620e-04,2.794140e-06,0.9059,0.9579,1.0221,0.8541,5.407570e-03,1.070700e-02,1,0,-3.6269,21.37,21.5112,-98.8427,-0.0036,23.8405,54.4129,31.1327,1.4516,1.4458,1.1977,1.1978,-0.248,1.2027,1.2029,1.167,21.37,1.5640404,1.00012761,0,11,0.658319,1.51989629,1.0,1.000000e+07,0,140,0.825899,1.0,in_box
t_nfw_sf_27c_vdd1.62v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,sf,27,1.62,3.945280e-03,8.236770e-04,4.936040e-06,0.8562,0.6902,0.9298,0.7898,5.123810e-03,8.300570e-03,0,0,-3.8526,19.1339,19.3249,-98.3931,-0.0042,21.439,51.3941,28.7266,1.5635,1.552,1.5974,1.5974,0.0454,1.6092,1.6092,1.5635,19.1339,2.57842287,1.00027999,0,11,0.64141,0.9165699,1.0,1.000000e+07,0,140,0.826222,1.0,in_box
t_nfw_sf_27c_vdd1.80v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,sf,27,1.80,3.978380e-03,8.309930e-04,4.981980e-06,0.8634,0.8549,0.9451,0.7897,5.179820e-03,9.323680e-03,0,0,-3.8367,19.1868,19.3755,-98.6215,-0.0041,21.5031,51.6217,28.7919,1.5612,1.5499,1.5953,1.5953,0.0454,1.6068,1.6068,1.5612,19.1868,2.52045647,1.00026498,0,11,0.642603,1.88601255,1.0,1.000000e+07,0,140,0.826232,1.0,in_box
t_nfw_sf_27c_vdd1.98v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,sf,27,1.98,4.013080e-03,8.385980e-04,5.020240e-06,0.8709,1.0196,0.9604,0.7898,5.237670e-03,1.037060e-02,1,0,-3.8239,19.2433,19.4299,-98.7968,-0.0039,21.5686,51.8413,28.8585,1.5587,1.5477,1.5931,1.5931,0.0453,1.6043,1.6043,1.5587,19.2433,2.45325443,1.00025034,0,11,0.64356,2.19415561,1.0,1.000000e+07,0,140,0.826239,1.0,in_box
t_nfw_sf_125c_vdd1.62v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,sf,125,1.62,3.775600e-03,7.961420e-04,7.922830e-06,0.8194,0.7893,0.8307,0.687,4.946290e-03,8.012990e-03,0,0,-4.0527,16.1131,16.3588,-98.222,-0.0047,18.2834,47.8639,25.5672,1.7582,1.729,2.2308,2.2308,0.5018,2.2665,2.2665,2.2064,16.1131,4.29301868,1.0004082,0,11,0.626801,-1.26466632,1.0,1.000000e+07,0,140,0.827035,1.0,in_box
t_nfw_sf_125c_vdd1.80v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,sf,125,1.80,3.802760e-03,8.022600e-04,7.977940e-06,0.8253,0.954,0.846,0.687,4.995420e-03,8.991750e-03,0,0,-4.0368,16.1685,16.412,-98.4613,-0.0045,18.3491,48.1111,25.6343,1.7549,1.7262,2.2273,2.2273,0.5011,2.2624,2.2624,2.2023,16.1685,4.19137296,1.00038821,0,11,0.627963,-0.71284191,1.0,1.000000e+07,0,140,0.827027,1.0,in_box
t_nfw_sf_125c_vdd1.98v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,sf,125,1.98,3.835910e-03,8.092020e-04,7.952600e-06,0.8324,1.1186,0.8614,0.6871,5.051160e-03,1.000130e-02,1,0,-4.025,16.2353,16.4767,-98.6455,-0.0043,18.4237,48.3551,25.7101,1.7507,1.7226,2.223,2.223,0.5004,2.2573,2.2573,2.1973,16.2353,4.07303388,1.00036943,0,11,0.628828,0.14952525,1.0,1.000000e+07,0,140,0.826984,1.0,in_box
t_nfw_fs_-40c_vdd1.62v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,fs,-40,1.62,4.088760e-03,8.421890e-04,2.730480e-06,0.8873,0.6284,0.9916,0.8541,5.275660e-03,8.546560e-03,0,0,-3.6545,21.2614,21.4072,-98.4528,-0.0039,23.7108,53.9794,31.0011,1.4557,1.4494,1.2009,1.2009,-0.2486,1.2062,1.2063,1.1704,21.2614,1.65226374,1.0001517,0,11,0.65621,1.51924082,1.0,1.000000e+07,0,140,0.825875,1.0,in_box
t_nfw_fs_-40c_vdd1.80v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,fs,-40,1.80,4.131420e-03,8.512780e-04,2.763270e-06,0.8966,0.7932,1.0068,0.8541,5.342940e-03,9.617290e-03,0,0,-3.6393,21.3151,21.4585,-98.6731,-0.0038,23.7761,54.2002,31.0673,1.4536,1.4476,1.1993,1.1993,-0.2483,1.2044,1.2046,1.1687,21.3151,1.61127408,1.00013983,0,11,0.657369,1.55646609,1.0,1.000000e+07,0,140,0.825885,1.0,in_box
t_nfw_fs_-40c_vdd1.98v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,fs,-40,1.98,4.175700e-03,8.607000e-04,2.794900e-06,0.9062,0.9579,1.0221,0.8541,5.412130e-03,1.071600e-02,1,0,-3.6267,21.3718,21.5129,-98.8426,-0.0036,23.8424,54.4151,31.1346,1.4515,1.4457,1.1977,1.1977,-0.248,1.2027,1.2028,1.167,21.3718,1.56337719,1.00012749,0,11,0.658329,1.51931117,1.0,1.000000e+07,0,140,0.825895,1.0,in_box
t_nfw_fs_27c_vdd1.62v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,fs,27,1.62,3.946370e-03,8.239120e-04,4.937400e-06,0.8564,0.6902,0.9298,0.7898,5.128210e-03,8.307700e-03,0,0,-3.8525,19.1362,19.3271,-98.393,-0.0042,21.4414,51.3966,28.729,1.5634,1.5519,1.5973,1.5973,0.0454,1.6091,1.6091,1.5634,19.1362,2.57736391,1.00027989,0,11,0.64142,0.91472897,1.0,1.000000e+07,0,140,0.826218,1.0,in_box
t_nfw_fs_27c_vdd1.80v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,fs,27,1.80,3.979180e-03,8.311670e-04,4.982990e-06,0.8635,0.8549,0.9451,0.7898,5.183900e-03,9.331020e-03,0,0,-3.8366,19.1885,19.3772,-98.6215,-0.0041,21.5048,51.6236,28.7937,1.5611,1.5498,1.5952,1.5952,0.0454,1.6067,1.6067,1.5611,19.1885,2.51969297,1.00026491,0,11,0.642611,1.88468935,1.0,1.000000e+07,0,140,0.826229,1.0,in_box
t_nfw_fs_27c_vdd1.98v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,fs,27,1.98,4.013740e-03,8.387420e-04,5.021070e-06,0.871,1.0196,0.9604,0.7898,5.241580e-03,1.037830e-02,1,0,-3.8238,19.2446,19.4313,-98.7967,-0.0039,21.57,51.8428,28.8599,1.5586,1.5477,1.593,1.593,0.0453,1.6042,1.6042,1.5586,19.2446,2.4526486,1.00025028,0,11,0.643566,2.19377311,1.0,1.000000e+07,0,140,0.826236,1.0,in_box
t_nfw_fs_125c_vdd1.62v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,fs,125,1.62,3.776240e-03,7.962850e-04,7.924200e-06,0.8195,0.7893,0.8307,0.687,4.950010e-03,8.019020e-03,0,0,-4.0526,16.1148,16.3605,-98.2219,-0.0047,18.2852,47.8657,25.5689,1.7581,1.729,2.2307,2.2307,0.5018,2.2664,2.2664,2.2063,16.1148,4.29194051,1.00040816,0,11,0.626804,-1.26608724,1.0,1.000000e+07,0,140,0.827033,1.0,in_box
t_nfw_fs_125c_vdd1.80v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,fs,125,1.80,3.802950e-03,8.023020e-04,7.978340e-06,0.8253,0.954,0.846,0.687,4.998580e-03,8.997440e-03,0,0,-4.0367,16.169,16.4125,-98.4613,-0.0045,18.3496,48.1116,25.6348,1.7548,1.7262,2.2273,2.2273,0.5011,2.2624,2.2624,2.2023,16.169,4.19106606,1.00038819,0,11,0.627964,-0.7133208,1.0,1.000000e+07,0,140,0.827026,1.0,in_box
t_nfw_fs_125c_vdd1.98v,t_nfw,B-2stage,2stage,10,4,8,1,40,4.608,110,fs,125,1.98,3.835890e-03,8.091990e-04,7.952560e-06,0.8324,1.1186,0.8614,0.6871,5.054090e-03,1.000710e-02,1,0,-4.025,16.2353,16.4767,-98.6455,-0.0043,18.4237,48.355,25.7101,1.7507,1.7226,2.223,2.223,0.5004,2.2573,2.2573,2.1973,16.2353,4.07305759,1.00036943,0,11,0.628828,0.14955905,1.0,1.000000e+07,0,140,0.826984,1.0,in_box
t_bal_typ_-40c_vdd1.62v,t_bal,B-2stage,2stage,10,4,10,2,40,4.608,75,typ,-40,1.62,2.799910e-03,1.419090e-03,1.880660e-06,0.6076,0.6374,0.9826,0.8454,4.527150e-03,7.333980e-03,0,0,-3.842,24.5408,24.6436,-90.5389,-0.0122,26.8534,52.1534,34.0177,1.4957,1.4859,1.2319,1.2323,-0.254,1.2403,1.2409,1.2036,24.5408,1.30720647,1.00025143,0,11,0.641343,1.278766,1.0,1.000000e+07,0,140,0.830782,1.0,in_box
t_bal_typ_-40c_vdd1.80v,t_bal,B-2stage,2stage,10,4,10,2,40,4.608,75,typ,-40,1.80,2.822700e-03,1.430920e-03,1.897240e-06,0.6126,0.8022,0.9978,0.8454,4.577270e-03,8.239090e-03,0,0,-3.8268,24.5652,24.6652,-90.7511,-0.0117,26.8885,52.344,34.0556,1.4934,1.4839,1.2302,1.2307,-0.2537,1.2384,1.239,1.2018,24.5652,1.27550246,1.00022118,0,11,0.6425,1.24645428,1.0,1.000000e+07,0,140,0.830781,1.0,in_box
t_bal_typ_-40c_vdd1.98v,t_bal,B-2stage,2stage,10,4,10,2,40,4.608,75,typ,-40,1.98,2.846350e-03,1.443180e-03,1.912030e-06,0.6177,0.967,1.013,0.8454,4.628640e-03,9.164700e-03,0,0,-3.8145,24.5939,24.691,-90.916,-0.0113,26.9259,52.5318,34.0956,1.4911,1.4818,1.2284,1.2289,-0.2534,1.2364,1.2371,1.1998,24.5939,1.2371029,1.00018775,0,11,0.643446,1.20882888,1.0,1.000000e+07,0,140,0.830782,1.0,in_box
t_bal_typ_27c_vdd1.62v,t_bal,B-2stage,2stage,10,4,10,2,40,4.608,75,typ,27,1.62,2.695320e-03,1.373780e-03,3.380590e-06,0.5849,0.7019,0.9181,0.7787,4.390520e-03,7.112650e-03,0,0,-4.0043,22.5966,22.7769,-90.4825,-0.0134,24.7986,49.7622,31.955,1.6342,1.6137,1.6606,1.6606,0.0469,1.6816,1.6816,1.6342,22.5966,2.12075936,1.00072043,0,11,0.629506,2.12114084,1.0,1.000000e+07,0,140,0.831321,1.0,in_box
