point_id,corner_label,hbt_section,temp_c,nx,vce_v,vbe_v,ic_a,jc_ma_um2,ft_hz,gain_db,nf_db
nx1_typ_27c_vce1.4v,typ,hbt_typ,27,1,1.4,0.81,1.981720e-04,1.720243,1.83517E+11,-4.769860,12.511100
nx1_typ_27c_vce1.4v,typ,hbt_typ,27,1,1.4,0.83,3.614760e-04,3.137813,2.60186E+11,-1.005290,10.076600
nx1_typ_27c_vce1.4v,typ,hbt_typ,27,1,1.4,0.85,6.085900e-04,5.282899,3.25922E+11,1.744050,8.696570
nx1_typ_27c_vce1.4v,typ,hbt_typ,27,1,1.4,0.87,9.443350e-04,8.197352,3.72429E+11,3.674260,7.906460
nx1_typ_27c_vce1.4v,typ,hbt_typ,27,1,1.4,0.89,1.363510e-03,11.836024,4.03153E+11,5.033230,7.414300
nx1_typ_27c_vce1.4v,typ,hbt_typ,27,1,1.4,0.91,1.856810e-03,16.118142,4.18946E+11,6.017430,7.079640
nx1_typ_27c_vce1.4v,typ,hbt_typ,27,1,1.4,0.93,2.414740e-03,20.961285,4.25146E+11,6.756680,6.838230
nx1_typ_27c_vce1.4v,typ,hbt_typ,27,1,1.4,0.95,3.029860e-03,26.300868,4.20881E+11,7.331010,6.659610
nx1_typ_27c_vce1.4v,typ,hbt_typ,27,1,1.4,0.97,3.695820e-03,32.081771,4.07818E+11,7.790190,6.528250
nx1_typ_27c_vce1.4v,typ,hbt_typ,27,1,1.4,0.99,4.407780e-03,38.261979,3.84179E+11,8.165650,6.435870
nx1_typ_27c_vce1.4v,typ,hbt_typ,27,1,1.4,1.01,5.161820e-03,44.807465,3.52227E+11,8.477570,6.378110
nx1_typ_27c_vce1.4v,typ,hbt_typ,27,1,1.4,1.03,5.954660e-03,51.689757,3.12483E+11,8.739060,6.352920
nx1_typ_27c_vce1.4v,typ,hbt_typ,27,1,1.4,1.05,6.783410e-03,58.883767,2.67286E+11,8.958380,6.359720
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.55,2.182060e-06,0.018941,2.32758E+09,-43.453300,50.708000
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.57,3.816500e-06,0.033129,4.03417E+09,-39.155600,46.415700
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.59,6.668430e-06,0.057886,6.96284E+09,-34.532900,41.802800
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.61,1.163090e-05,0.100963,1.19146E+10,-29.817700,37.105800
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.63,2.022400e-05,0.175556,2.01872E+10,-25.119300,32.441800
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.65,3.498160e-05,0.303660,3.35499E+10,-20.508400,27.897700
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.67,5.997790e-05,0.520641,5.42747E+10,-16.059300,23.580300
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.69,1.013900e-04,0.880122,8.39811E+10,-11.866300,19.641200
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.71,1.677500e-04,1.456163,1.23117E+11,-8.041760,16.269000
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.73,2.693220e-04,2.337865,1.678E+11,-4.692800,13.618400
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.75,4.162590e-04,3.613359,2.13082E+11,-1.884390,11.709200
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.77,6.162120e-04,5.349062,2.53365E+11,0.385886,10.411700
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.79,8.728290e-04,7.576641,2.85076E+11,2.179550,9.540710
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.81,1.185890e-03,10.294184,3.07852E+11,3.585750,8.941600
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.83,1.552530e-03,13.476823,3.22055E+11,4.692350,8.513030
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.85,1.968530e-03,17.087934,3.26277E+11,5.571890,8.194990
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.87,2.429260e-03,21.087326,3.21735E+11,6.279530,7.952750
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.89,2.930180e-03,25.435590,3.0835E+11,6.854730,7.766030
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.91,3.466880e-03,30.094444,2.88264E+11,7.316870,7.624120
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.93,4.033180e-03,35.010243,2.56067E+11,7.600910,7.533660
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.95,4.608180e-03,40.001562,1.8401E+11,7.232520,7.574220
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.97,5.141160e-03,44.628125,1.02434E+11,5.972840,7.810030
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.99,5.621370e-03,48.796615,6.20068E+10,5.008600,8.021270
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,1.01,6.079400e-03,52.772569,4.258E+10,4.556360,8.136930
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,1.03,6.534350e-03,56.721788,3.10883E+10,4.252560,8.244940
nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,1.05,6.986560e-03,60.647222,2.24039E+10,3.653690,8.476930
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.55,2.184480e-06,0.018963,2.34716E+09,-43.480600,50.735200
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.57,3.821200e-06,0.033170,4.06558E+09,-39.159500,46.419600
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.59,6.678030e-06,0.057969,7.02224E+09,-34.526100,41.796100
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.61,1.165170e-05,0.101143,1.2029E+10,-29.804900,37.093100
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.63,2.027200e-05,0.175972,2.03802E+10,-25.101000,32.423700
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.65,3.509730e-05,0.304664,3.39419E+10,-20.483000,27.872900
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.67,6.026390e-05,0.523124,5.49774E+10,-16.023800,23.546400
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.69,1.020940e-04,0.886233,8.52894E+10,-11.817400,19.596700
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.71,1.694280e-04,1.470729,1.2523E+11,-7.976690,16.214900
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.73,2.730700e-04,2.370399,1.71294E+11,-4.611280,13.559700
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.75,4.239450e-04,3.680078,2.17975E+11,-1.789340,11.652100
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.77,6.305430e-04,5.473464,2.59159E+11,0.489308,10.360300
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.79,8.971890e-04,7.788099,2.92118E+11,2.286060,9.495990
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.81,1.224050e-03,10.625434,3.16781E+11,3.691410,8.902970
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.83,1.608360e-03,13.961458,3.32279E+11,4.794870,8.479760
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.85,2.045840e-03,17.759028,3.41583E+11,5.670350,8.166810
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.87,2.531720e-03,21.976736,3.43086E+11,6.373770,7.930020
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.89,3.061280e-03,26.573611,3.34094E+11,6.945670,7.749530
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.91,3.630140e-03,31.511632,3.15705E+11,7.415250,7.613340
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.93,4.234260e-03,36.755729,2.89284E+11,7.802610,7.514140
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.95,4.869580e-03,42.270660,2.54404E+11,8.106050,7.449810
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.97,5.527430e-03,47.981163,2.04906E+11,8.169240,7.443110
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.99,6.171100e-03,53.568576,1.26824E+11,7.384960,7.593070
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,1.01,6.753440e-03,58.623611,7.2955E+10,6.228970,7.839200
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,1.03,7.291630e-03,63.295399,4.8317E+10,5.526330,8.027250
nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,1.05,7.815240e-03,67.840625,3.54414E+10,5.152390,8.173400
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.55,2.187440e-06,0.018988,2.36305E+09,-43.497400,50.752100
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.57,3.826690e-06,0.033218,4.09088E+09,-39.158600,46.418700
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.59,6.688810e-06,0.058063,7.06969E+09,-34.517000,41.787000
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.61,1.167430e-05,0.101339,1.21201E+10,-29.790800,37.079100
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.63,2.032260e-05,0.176411,2.05341E+10,-25.081800,32.404700
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.65,3.521730e-05,0.305706,3.42553E+10,-20.456900,27.847300
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.67,6.055800e-05,0.525677,5.55435E+10,-15.987800,23.511900
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.69,1.028180e-04,0.892517,8.63499E+10,-11.767800,19.551500
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.71,1.711570e-04,1.485738,1.26948E+11,-7.910650,16.160100
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.73,2.769620e-04,2.404184,1.74112E+11,-4.528380,13.500100
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.75,4.320040e-04,3.750035,2.21843E+11,-1.692440,11.594200
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.77,6.457270e-04,5.605269,2.63587E+11,0.595046,10.308200
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.79,9.232530e-04,8.014349,2.97237E+11,2.395340,9.450540
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.81,1.265240e-03,10.982986,3.2272E+11,3.800220,8.863610
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.83,1.669100e-03,14.488715,3.39101E+11,4.900710,8.445920
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.85,2.130530e-03,18.494184,3.48807E+11,5.771870,8.138520
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.87,2.644620e-03,22.956771,3.51010E+11,6.470330,7.907990
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.89,3.206460e-03,27.833854,3.4558E+11,7.037160,7.735100
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.91,3.811450e-03,33.085503,3.31241E+11,7.501740,7.608430
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.93,4.455330e-03,38.674740,3.04279E+11,7.884550,7.521150
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.95,5.134210e-03,44.567795,2.69022E+11,8.200590,7.468970
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.97,5.844280e-03,50.731597,2.30318E+11,8.454300,7.450260
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,0.99,6.579260e-03,57.111632,1.82777E+11,8.568450,7.475670
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,1.01,7.310620e-03,63.460243,1.20335E+11,8.044770,7.617760
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,1.03,7.981600e-03,69.284722,7.13707E+10,6.943240,7.877420
nx1_typ_125c_vce1.2v,typ,hbt_typ,125,1,1.2,1.05,8.596440e-03,74.621875,4.75187E+10,6.147670,8.116070
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.55,2.192330e-06,0.019031,2.37819E+09,-43.503300,50.757900
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.57,3.835260e-06,0.033292,4.11462E+09,-39.150000,46.410100
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.59,6.704470e-06,0.058199,7.11352E+09,-34.501900,41.772000
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.61,1.170470e-05,0.101603,1.22031E+10,-29.771700,37.060000
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.63,2.038570e-05,0.176959,2.06733E+10,-25.058200,32.381300
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.65,3.535750e-05,0.306923,3.45371E+10,-20.426600,27.817500
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.67,6.088640e-05,0.528528,5.6052E+10,-15.947600,23.473400
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.69,1.036030e-04,0.899332,8.73014E+10,-11.714100,19.502500
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.71,1.730080e-04,1.501806,1.28487E+11,-7.840620,16.101700
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.73,2.811110e-04,2.440200,1.76611E+11,-4.441800,13.437600
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.75,4.406120e-04,3.824757,2.2522E+11,-1.592620,11.534500
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.77,6.620180e-04,5.746684,2.67906E+11,0.702716,10.255100
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.79,9.513860e-04,8.258559,3.02279E+11,2.505900,9.404650
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.81,1.310000e-03,11.371528,3.27389E+11,3.910500,8.823950
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.83,1.735580e-03,15.065799,3.44269E+11,5.008950,8.411810
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.85,2.223890e-03,19.304601,3.53477E+11,5.876760,8.110250
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.87,2.769910e-03,24.044358,3.55007E+11,6.570560,7.886820
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.89,3.368530e-03,29.240712,3.48693E+11,7.131660,7.723050
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.91,4.014870e-03,34.851302,3.33478E+11,7.589690,7.608220
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.93,4.704420e-03,40.836979,3.11455E+11,7.965610,7.536100
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.95,5.432900e-03,47.160590,2.7619E+11,8.273510,7.503240
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.97,6.196190e-03,53.786372,2.30588E+11,8.522760,7.507810
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,0.99,6.990050e-03,60.677517,1.85644E+11,8.715050,7.549640
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,1.01,7.807150e-03,67.770399,1.3987E+11,8.768800,7.639770
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,1.03,8.613940e-03,74.773785,9.01414E+10,8.196790,7.843320
nx1_typ_125c_vce1.4v,typ,hbt_typ,125,1,1.4,1.05,9.352150e-03,81.181858,5.68289E+10,7.156610,8.142690
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.55,4.814290e-11,0.000000,,-52.195300,57.118800
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.57,1.283390e-10,0.000001,,-52.181100,57.104600
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.59,3.428840e-10,0.000003,,-52.166600,57.090100
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.61,9.167930e-10,0.000008,,-52.151700,57.075200
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.63,2.451920e-09,0.000021,5.45619E+06,-52.136300,57.059900
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.65,6.558040e-09,0.000057,1.45036E+07,-52.119900,57.043500
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.67,1.754070e-08,0.000152,3.862E+07,-52.098900,57.022500
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.69,4.691500e-08,0.000407,1.0249E+08,-52.048900,56.972700
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.71,1.254730e-07,0.001089,2.72814E+08,-51.806700,56.730900
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.73,3.355290e-07,0.002913,7.22853E+08,-50.467900,55.393200
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.75,8.969200e-07,0.007786,1.91816E+09,-45.894400,50.822800
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.77,2.395330e-06,0.020793,5.05858E+09,-38.409000,43.345900
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.79,6.380590e-06,0.055387,1.32094E+10,-30.122000,35.083500
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.81,1.687920e-05,0.146521,3.37746E+10,-21.837500,26.875400
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.83,4.385480e-05,0.380684,8.15956E+10,-13.895600,19.191900
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.85,1.091550e-04,0.947526,1.74996E+11,-6.756000,12.865600
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.87,2.495170e-04,2.165946,3.07127E+11,-1.022360,8.854420
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.89,5.024760e-04,4.361771,4.31811E+11,2.992290,6.911470
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.91,8.819600e-04,7.655903,5.16116E+11,5.565710,6.002400
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.93,1.377080e-03,11.953819,5.62982E+11,7.210130,5.503970
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.95,1.968790e-03,17.090191,5.81921E+11,8.313550,5.181940
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.97,2.639930e-03,22.916059,5.80604E+11,9.100390,4.951360
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,0.99,3.377800e-03,29.321181,5.59466E+11,9.693010,4.777080
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,1.01,4.173370e-03,36.227170,5.18045E+11,10.159500,4.642010
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,1.03,5.019730e-03,43.574045,4.54116E+11,10.515000,4.539350
nx1_bcs_-40c_vce0.8v,bcs,hbt_bcs,-40,1,0.8,1.05,5.868970e-03,50.945920,1.34065E+11,9.092820,4.661350
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.55,4.838910e-11,0.000000,,-52.321900,57.245400
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.57,1.286610e-10,0.000001,,-52.310300,57.233800
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.59,3.434080e-10,0.000003,,-52.298500,57.222000
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.61,9.178520e-10,0.000008,,-52.286400,57.209900
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.63,2.454400e-09,0.000021,5.48596E+06,-52.274000,57.197500
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.65,6.564310e-09,0.000057,1.45911E+07,-52.260600,57.184100
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.67,1.755710e-08,0.000152,3.88401E+07,-52.242500,57.166200
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.69,4.695850e-08,0.000408,1.03139E+08,-52.194700,57.118500
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.71,1.255900e-07,0.001090,2.74446E+08,-51.948000,56.872200
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.73,3.358520e-07,0.002915,7.27004E+08,-50.572100,55.497400
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.75,8.978580e-07,0.007794,1.93051E+09,-45.925700,50.854100
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.77,2.398330e-06,0.020819,5.09082E+09,-38.405900,43.342800
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.79,6.391850e-06,0.055485,1.33118E+10,-30.108600,35.070200
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.81,1.692970e-05,0.146959,3.40758E+10,-21.813900,26.852200
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.83,4.410930e-05,0.382893,8.24427E+10,-13.852300,19.151300
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.85,1.104090e-04,0.958411,1.77637E+11,-6.679440,12.804500
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.87,2.546900e-04,2.210851,3.13129E+11,-0.908752,8.790660
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.89,5.184800e-04,4.500694,4.40966E+11,3.126500,6.860470
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.91,9.191780e-04,7.978976,5.25531E+11,5.701500,5.961390
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.93,1.446860e-03,12.559549,5.72795E+11,7.341040,5.467290
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.95,2.082300e-03,18.075521,5.90335E+11,8.441550,5.146910
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.97,2.807870e-03,24.373872,5.87208E+11,9.229810,4.917600
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,0.99,3.610950e-03,31.345052,5.63832E+11,9.827890,4.745490
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,1.01,4.482720e-03,38.912500,5.18125E+11,10.303100,4.614310
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,1.03,5.417120e-03,47.023611,4.54857E+11,10.694300,4.515300
nx1_bcs_-40c_vce1.0v,bcs,hbt_bcs,-40,1,1.0,1.05,6.409440e-03,55.637500,3.77504E+11,11.004700,4.445540
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.55,4.864270e-11,0.000000,,-52.427300,57.350800
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.57,1.290010e-10,0.000001,,-52.417500,57.341000
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.59,3.439730e-10,0.000003,,-52.407600,57.331100
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.61,9.190070e-10,0.000008,,-52.397400,57.320900
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.63,2.457100e-09,0.000021,5.51147E+06,-52.387000,57.310500
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.65,6.571080e-09,0.000057,1.46656E+07,-52.375600,57.299200
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.67,1.757460e-08,0.000153,3.90261E+07,-52.359600,57.283200
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.69,4.700450e-08,0.000408,1.03684E+08,-52.313000,57.236700
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.71,1.257130e-07,0.001091,2.75812E+08,-52.061700,56.985900
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.73,3.361870e-07,0.002918,7.30911E+08,-50.654300,55.579600
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.75,8.988180e-07,0.007802,1.94075E+09,-45.948500,50.876900
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.77,2.401380e-06,0.020845,5.11753E+09,-38.401000,43.338000
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.79,6.403210e-06,0.055583,1.33971E+10,-30.094900,35.056500
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.81,1.698080e-05,0.147403,3.43314E+10,-21.790200,26.828800
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.83,4.436790e-05,0.385138,8.31835E+10,-13.808600,19.110300
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.85,1.117030e-04,0.969644,1.8E+11,-6.601550,12.742600
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.87,2.601490e-04,2.258238,3.18529E+11,-0.791913,8.725680
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.89,5.358150e-04,4.651172,4.4905E+11,3.265600,6.808270
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.91,9.603410e-04,8.336293,5.34317E+11,5.843140,5.918970
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.93,1.525580e-03,13.242882,5.80454E+11,7.479290,5.428810
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.95,2.212430e-03,19.205122,5.96037E+11,8.578620,5.110080
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.97,3.003320e-03,26.070486,5.89095E+11,9.370190,4.882640
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,0.99,3.886150e-03,33.733941,5.59428E+11,9.975560,4.714150
nx1_bcs_-40c_vce1.2v,bcs,hbt_bcs,-40,1,1.2,1.01,4.852860e-03,42.125521,5.06253E+11,10.460900,4.589460
