point_id,corner_label,hbt_section,temp_c,nx,vce_v,vbe_v,ic_a,jc_ma_um2,ft_hz,gain_db,nf_db,validity_flags
nx1_bcs_125c_vce0.6v,bcs,hbt_bcs,125,1,0.6,1.03,7.268740e-03,63.096701,8.11098E+09,1.001130,8.520010,ic_high;vbe_high
nx1_bcs_125c_vce0.6v,bcs,hbt_bcs,125,1,0.6,1.05,7.663910e-03,66.526997,4.40151E+09,-2.758990,10.498000,ic_high;vbe_high
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.55,2.749680e-06,0.023869,3.40112E+09,-41.827200,49.083700,vbe_low
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.57,4.809620e-06,0.041750,5.87643E+09,-37.289000,44.552300,vbe_low
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.59,8.404570e-06,0.072956,1.01301E+10,-32.575200,39.851100,vbe_low
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.61,1.466150e-05,0.127270,1.73182E+10,-27.828400,35.127300,vbe_low
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.63,2.550080e-05,0.221361,2.91621E+10,-23.119700,30.462600,vbe_low
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.65,4.412770e-05,0.383053,4.82271E+10,-18.506400,25.934900,
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.67,7.571000e-05,0.657205,7.716E+10,-14.058100,21.655300,
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.69,1.281160e-04,1.112118,1.17574E+11,-9.866920,17.787300,
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.71,2.123030e-04,1.842908,1.69062E+11,-6.042250,14.528600,
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.73,3.416590e-04,2.965790,2.26462E+11,-2.686360,12.022500,
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.75,5.298700e-04,4.599566,2.81849E+11,0.141847,10.255000,
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.77,7.880580e-04,6.840781,3.28473E+11,2.448800,9.066570,
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.79,1.122810e-03,9.746615,3.64474E+11,4.295310,8.265660,
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.81,1.536050e-03,13.333767,3.88533E+11,5.765670,7.706470,
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.83,2.026130e-03,17.587934,3.99991E+11,6.941430,7.299030,
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.85,2.589200e-03,22.475694,3.95946E+11,7.889640,6.992060,
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.87,3.220340e-03,27.954340,3.78256E+11,8.661390,6.756480,ic_high
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.89,3.913950e-03,33.975260,3.47628E+11,9.285360,6.576450,ic_high
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.91,4.661010e-03,40.460156,2.94798E+11,9.675590,6.455640,ic_high
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.93,5.421350e-03,47.060330,1.80005E+11,9.088470,6.485350,ic_high
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.95,6.105100e-03,52.995660,8.66051E+10,7.572780,6.680730,ic_high
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.97,6.722170e-03,58.352170,5.09205E+10,6.755080,6.790690,ic_high;vbe_high
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,0.99,7.328080e-03,63.611806,3.49762E+10,6.509990,6.817220,ic_high;vbe_high
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,1.01,7.949280e-03,69.004167,2.58423E+10,6.378060,6.856270,ic_high;vbe_high
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,1.03,8.586320e-03,74.534028,1.9272E+10,5.915880,7.008630,ic_high;vbe_high
nx1_bcs_125c_vce0.8v,bcs,hbt_bcs,125,1,0.8,1.05,9.213660e-03,79.979688,1.34521E+10,4.577600,7.426600,ic_high;vbe_high
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.55,2.752880e-06,0.023897,3.4283E+09,-41.837400,49.093900,vbe_low
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.57,4.815950e-06,0.041805,5.92767E+09,-37.285300,44.548700,vbe_low
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.59,8.417870e-06,0.073072,1.02135E+10,-32.564800,39.840700,vbe_low
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.61,1.469130e-05,0.127529,1.748E+10,-27.812800,35.111900,vbe_low
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.63,2.557130e-05,0.221973,2.94406E+10,-23.098000,30.441200,vbe_low
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.65,4.430220e-05,0.384568,4.87947E+10,-18.476000,25.905400,
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.67,7.615010e-05,0.661025,7.81918E+10,-14.015100,21.614800,
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.69,1.292180e-04,1.121684,1.19474E+11,-9.806840,17.734100,
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.71,2.149610e-04,1.865981,1.7223E+11,-5.961480,14.464700,
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.73,3.476710e-04,3.017977,2.30836E+11,-2.584150,11.954400,
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.75,5.423700e-04,4.708073,2.87933E+11,0.262490,10.189900,
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.77,8.117320e-04,7.046285,3.36053E+11,2.582220,9.008300,
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.79,1.163770e-03,10.102170,3.73089E+11,4.435540,8.214600,
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.81,1.601450e-03,13.901476,3.99411E+11,5.908000,7.661870,
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.83,2.123730e-03,18.435156,4.12921E+11,7.082820,7.260490,
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.85,2.727060e-03,23.672396,4.14704E+11,8.028570,6.960020,
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.87,3.406550e-03,29.570747,4.01832E+11,8.797450,6.732190,ic_high
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.89,4.156770e-03,36.083073,3.68457E+11,9.427710,6.560660,ic_high
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.91,4.972130e-03,43.160851,3.24398E+11,9.945550,6.435800,ic_high
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.93,5.845540e-03,50.742535,2.66196E+11,10.323500,6.357010,ic_high
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.95,6.747020e-03,58.567882,1.72752E+11,10.040700,6.380540,ic_high
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.97,7.574690e-03,65.752517,8.43683E+10,8.642720,6.567760,ic_high;vbe_high
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,0.99,8.314930e-03,72.178212,4.96132E+10,7.711510,6.719650,ic_high;vbe_high
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,1.01,9.031820e-03,78.401215,3.4488E+10,7.328610,6.815620,ic_high;vbe_high
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,1.03,9.759630e-03,84.719010,2.62183E+10,7.125050,6.920570,ic_high;vbe_high
nx1_bcs_125c_vce1.0v,bcs,hbt_bcs,125,1,1.0,1.05,1.050590e-02,91.197049,2.0698E+10,6.786330,7.094530,ic_high;vbe_high
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.55,2.756750e-06,0.023930,3.45042E+09,-41.841300,49.097800,vbe_low
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.57,4.823280e-06,0.041869,5.96899E+09,-37.278600,44.542000,vbe_low
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.59,8.432660e-06,0.073200,1.02805E+10,-32.552600,39.828600,vbe_low
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.61,1.472330e-05,0.127806,1.76096E+10,-27.796200,35.095400,vbe_low
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.63,2.564530e-05,0.222615,2.97006E+10,-23.075600,30.419100,vbe_low
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.65,4.448260e-05,0.386134,4.92537E+10,-18.445000,25.875100,
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.67,7.660250e-05,0.664952,7.90347E+10,-13.971400,21.573500,
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.69,1.303520e-04,1.131528,1.21077E+11,-9.745770,17.680000,
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.71,2.177160e-04,1.889896,1.74849E+11,-5.879220,14.399700,
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.73,3.539740e-04,3.072691,2.34434E+11,-2.479650,11.885200,
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.75,5.556530e-04,4.823377,2.92837E+11,0.386390,10.123700,
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.77,8.372590e-04,7.267873,3.42719E+11,2.719990,8.948810,
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.79,1.208570e-03,10.491059,3.80353E+11,4.581230,8.162250,
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.81,1.673940e-03,14.530729,4.06458E+11,6.056780,7.616010,
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.83,2.233240e-03,19.385764,4.19438E+11,7.231260,7.221060,
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.85,2.883420e-03,25.029687,4.20584E+11,8.174410,6.928000,
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.87,3.619840e-03,31.422222,4.08234E+11,8.939350,6.709600,ic_high
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.89,4.437090e-03,38.516406,3.78276E+11,9.565070,6.550480,ic_high
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.91,5.329510e-03,46.263108,3.26721E+11,10.078800,6.441850,ic_high
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.93,6.291240e-03,54.611458,2.67286E+11,10.498900,6.378860,ic_high
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.95,7.314150e-03,63.490885,2.05162E+11,10.783300,6.364740,ic_high
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.97,8.354180e-03,72.518924,1.22718E+11,10.302100,6.463400,ic_high;vbe_high
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,0.99,9.292490e-03,80.663976,6.45092E+10,8.984770,6.683970,ic_high;vbe_high
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,1.01,1.014480e-02,88.062500,4.11802E+10,8.179900,6.871600,ic_high;vbe_high
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,1.03,1.097730e-02,95.289063,3.01657E+10,7.764700,7.043840,ic_high;vbe_high
nx1_bcs_125c_vce1.2v,bcs,hbt_bcs,125,1,1.2,1.05,1.181950e-02,102.599826,2.3743E+10,7.450430,7.246460,ic_high;vbe_high
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.55,2.763050e-06,0.023985,4.4712E+09,-41.836300,49.092800,vbe_low
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.57,4.834500e-06,0.041966,,-37.265200,44.528600,vbe_low
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.59,8.453630e-06,0.073382,,-32.534900,39.810900,vbe_low
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.61,1.476510e-05,0.128169,1.77283E+10,-27.774600,35.073900,vbe_low
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.63,2.573520e-05,0.223396,2.99369E+10,-23.048600,30.392400,vbe_low
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.65,4.468940e-05,0.387929,4.96699E+10,-18.409600,25.840600,
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.67,7.710140e-05,0.669283,7.97994E+10,-13.923400,21.528000,
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.69,1.315760e-04,1.142153,1.22532E+11,-9.680280,17.621700,
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.71,2.206650e-04,1.915495,1.77221E+11,-5.792400,14.330800,
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.73,3.607290e-04,3.131328,2.38049E+11,-2.370670,11.812800,
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.75,5.699930e-04,4.947856,2.972E+11,0.514359,10.055300,
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.77,8.651030e-04,7.509575,3.48472E+11,2.861340,8.888000,
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.79,1.258030e-03,10.920399,3.86594E+11,4.730760,8.108860,
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.81,1.754990e-03,15.234288,4.11909E+11,6.210880,7.569130,
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.83,2.357290e-03,20.462587,4.24389E+11,7.387110,7.180860,
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.85,3.062840e-03,26.587153,4.23178E+11,8.329100,6.896240,ic_high
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.87,3.867510e-03,33.572135,4.0672E+11,9.090180,6.689460,ic_high
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.89,4.766150e-03,41.372830,3.72237E+11,9.709920,6.546430,ic_high
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.91,5.753110e-03,49.940191,3.23695E+11,10.216400,6.459730,ic_high
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.93,6.822240e-03,59.220833,2.53756E+11,10.625900,6.426260,ic_high
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.95,7.966290e-03,69.151823,1.85539E+11,10.942900,6.445890,ic_high
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.97,9.167100e-03,79.575521,1.23264E+11,10.981500,6.537170,ic_high;vbe_high
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,0.99,1.031800e-02,89.565972,6.85879E+10,9.924210,6.774730,ic_high;vbe_high
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,1.01,1.133620e-02,98.404514,4.21031E+10,8.831820,7.047240,ic_high;vbe_high
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,1.03,1.229620e-02,106.737847,2.97079E+10,8.165050,7.309290,ic_high;vbe_high
nx1_bcs_125c_vce1.4v,bcs,hbt_bcs,125,1,1.4,1.05,1.324850e-02,115.004340,2.25492E+10,7.635640,7.600470,ic_high;vbe_high
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.55,2.815120e-11,0.000000,,-50.507900,55.431400,vbe_low
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.57,7.519780e-11,0.000001,,-50.488100,55.411500,vbe_low
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.59,2.010750e-10,0.000002,,-50.467700,55.391100,vbe_low
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.61,5.378090e-10,0.000005,,-50.446700,55.370100,vbe_low
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.63,1.438540e-09,0.000012,2.41555E+06,-50.424900,55.348400,vbe_low
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.65,3.847810e-09,0.000033,6.41524E+06,-50.402300,55.325800,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.67,1.029190e-08,0.000089,1.70822E+07,-50.377700,55.301200,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.69,2.752710e-08,0.000239,4.5302E+07,-50.345000,55.268600,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.71,7.361960e-08,0.000639,1.20551E+08,-50.264100,55.188000,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.73,1.968580e-07,0.001709,3.19474E+08,-49.874600,54.799100,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.75,5.261710e-07,0.004567,8.47102E+08,-47.916900,52.843200,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.77,1.404820e-06,0.012195,2.23659E+09,-42.432400,47.363700,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.79,3.739700e-06,0.032463,5.85435E+09,-34.653800,39.599200,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.81,9.878720e-06,0.085753,1.51018E+10,-26.452100,31.440400,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.83,2.558840e-05,0.222122,3.7214E+10,-18.516600,23.647300,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.85,6.332710e-05,0.549714,8.33156E+10,-11.356000,16.947500,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.87,1.434850e-04,1.245530,1.57056E+11,-5.577330,12.261600,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.89,2.857630e-04,2.480582,2.36851E+11,-1.517290,9.731590,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.91,4.956000e-04,4.302083,2.99550E+11,1.067570,8.517420,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.93,7.644260e-04,6.635642,3.40036E+11,2.683310,7.890740,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.95,1.079720e-03,9.372569,3.63484E+11,3.732620,7.518090,
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.97,1.430820e-03,12.420312,3.74095E+11,4.453830,7.267490,vbe_high
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,0.99,1.810020e-03,15.711979,3.76829E+11,4.977480,7.083930,vbe_high
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,1.01,2.211900e-03,19.200521,3.72997E+11,5.375520,6.942000,vbe_high
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,1.03,2.632560e-03,22.852083,3.63279E+11,5.680570,6.830500,vbe_high
nx1_wcs_-40c_vce0.6v,wcs,hbt_wcs,-40,1,0.6,1.05,3.066170e-03,26.616059,3.00619E+11,5.693440,6.789920,ic_high;vbe_high
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.55,2.837760e-11,0.000000,,-50.680300,55.603800,vbe_low
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.57,7.546840e-11,0.000001,,-50.664800,55.588300,vbe_low
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.59,2.014630e-10,0.000002,,-50.649000,55.572500,vbe_low
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.61,5.385120e-10,0.000005,,-50.632800,55.556300,vbe_low
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.63,1.440080e-09,0.000013,2.43236E+06,-50.616200,55.539700,vbe_low
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.65,3.851600e-09,0.000033,6.46499E+06,-50.598900,55.522400,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.67,1.030170e-08,0.000089,1.72082E+07,-50.579800,55.503400,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.69,2.755310e-08,0.000239,4.56611E+07,-50.552700,55.476300,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.71,7.368910e-08,0.000640,1.21498E+08,-50.475400,55.399200,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.73,1.970470e-07,0.001710,3.21896E+08,-50.074100,54.998700,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.75,5.267020e-07,0.004572,8.54303E+08,-48.045000,52.971400,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.77,1.406410e-06,0.012208,2.25525E+09,-42.463000,47.394300,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.79,3.745050e-06,0.032509,5.91187E+09,-34.649000,39.594400,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.81,9.899880e-06,0.085936,1.52612E+10,-26.436000,31.424500,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.83,2.568430e-05,0.222954,3.76968E+10,-18.488300,23.620000,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.85,6.376710e-05,0.553534,8.47057E+10,-11.308700,16.905700,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.87,1.452080e-04,1.260486,1.60134E+11,-5.509100,12.213600,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.89,2.908730e-04,2.524939,2.42828E+11,-1.438280,9.690430,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.91,5.070480e-04,4.401458,3.07769E+11,1.145360,8.484890,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.93,7.851630e-04,6.815651,3.49852E+11,2.755480,7.862860,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.95,1.112330e-03,9.655642,3.73827E+11,3.800320,7.491530,
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.97,1.477580e-03,12.826215,3.88164E+11,4.519900,7.240410,vbe_high
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,0.99,1.873000e-03,16.258681,3.93896E+11,5.044670,7.055510,vbe_high
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,1.01,2.293130e-03,19.905642,3.93069E+11,5.446300,6.912010,vbe_high
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,1.03,2.734090e-03,23.733420,3.85715E+11,5.765900,6.797150,vbe_high
nx1_wcs_-40c_vce0.8v,wcs,hbt_wcs,-40,1,0.8,1.05,3.193120e-03,27.718056,3.72924E+11,6.028200,6.703770,ic_high;vbe_high
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.55,2.860470e-11,0.000000,,-50.818500,55.742000,vbe_low
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.57,7.574010e-11,0.000001,,-50.805900,55.729300,vbe_low
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.59,2.018530e-10,0.000002,,-50.793000,55.716400,vbe_low
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.61,5.392170e-10,0.000005,,-50.779800,55.703300,vbe_low
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.63,1.441620e-09,0.000013,2.44591E+06,-50.766300,55.689800,vbe_low
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.65,3.855370e-09,0.000033,6.5047E+06,-50.752300,55.675800,
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.67,1.031140e-08,0.000090,1.73082E+07,-50.736700,55.660200,
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.69,2.757860e-08,0.000239,4.59552E+07,-50.712800,55.636500,
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.71,7.375750e-08,0.000640,1.2224E+08,-50.637000,55.560800,
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.73,1.972330e-07,0.001712,3.23783E+08,-50.224900,55.149500,
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.75,5.272220e-07,0.004577,8.59864E+08,-48.138700,53.065100,
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.77,1.407960e-06,0.012222,2.2696E+09,-42.482800,47.414100,
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.79,3.750310e-06,0.032555,5.95604E+09,-34.642400,39.587800,
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.81,9.920860e-06,0.086119,1.53848E+10,-26.419800,31.408400,
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.83,2.578040e-05,0.223788,3.80776E+10,-18.460100,23.592800,
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.85,6.421310e-05,0.557405,8.58258E+10,-11.261100,16.863800,
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.87,1.469790e-04,1.275859,1.62627E+11,-5.439990,12.165000,
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.89,2.962060e-04,2.571233,2.47539E+11,-1.357840,9.648790,
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.91,5.191360e-04,4.506389,3.13943E+11,1.224850,8.451810,
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.93,8.072250e-04,7.007161,3.56757E+11,2.829430,7.834330,
nx1_wcs_-40c_vce1.0v,wcs,hbt_wcs,-40,1,1.0,0.95,1.147300e-03,9.959201,3.81772E+11,3.870130,7.464180,
