point_id,bench,role,corner_label,hbt_section,temp_c,nx,selft,rb_label,rb_ohm,ic_a,ic_per_nx_a,vce_v,vb_v,ie_a
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,8E-08,1.000000e-08,1.55986,0.663182,7.99984E-08
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,1.06682E-07,1.333525e-08,1.55899,0.669034,1.0668E-07
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,1.42262E-07,1.778275e-08,1.55855,0.674886,1.4226E-07
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,1.8971E-07,2.371375e-08,1.55851,0.680737,1.89708E-07
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,2.52982E-07,3.162275e-08,1.55883,0.686589,2.5298E-07
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,3.37357E-07,4.216963e-08,1.55948,0.692441,3.37355E-07
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,4.49873E-07,5.623413e-08,1.56042,0.698293,4.49871E-07
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,5.99915E-07,7.498937e-08,1.56162,0.704144,5.99913E-07
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,8E-07,1.000000e-07,1.56305,0.709996,7.99998E-07
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,1.06682E-06,1.333525e-07,1.5647,0.715848,1.06682E-06
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,1.42262E-06,1.778275e-07,1.56653,0.7217,1.42262E-06
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,1.8971E-06,2.371375e-07,1.56854,0.727552,1.8971E-06
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,2.52982E-06,3.162275e-07,1.5707,0.733404,2.52982E-06
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,3.37357E-06,4.216963e-07,1.57299,0.739257,3.37357E-06
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,4.49873E-06,5.623413e-07,1.57541,0.74511,4.49873E-06
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,5.99915E-06,7.498937e-07,1.57794,0.750963,5.99915E-06
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,8E-06,1.000000e-06,1.58058,0.756817,8E-06
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,1.06682E-05,1.333525e-06,1.58331,0.762673,1.06682E-05
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,1.42262E-05,1.778275e-06,1.58614,0.76853,1.42262E-05
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,1.8971E-05,2.371375e-06,1.58907,0.774389,1.8971E-05
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,2.52982E-05,3.162275e-06,1.5921,0.780251,2.52982E-05
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,3.37357E-05,4.216963e-06,1.59523,0.786116,3.37357E-05
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,4.49873E-05,5.623413e-06,1.59848,0.791988,4.49873E-05
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,5.99915E-05,7.498938e-06,1.60187,0.797867,5.99915E-05
a_nx8_typ_-40c_rbopen_st1,A,extraction,typ,hbt_typ,-40,8,1,open,1e12,8E-05,1.000000e-05,1.60542,0.803756,8E-05
