point_id,bench,role,corner_label,hbt_section,temp_c,nx,selft,rb_label,rb_ohm,vce_v,ic_a,ic_per_nx_a,vbe_v
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,4.400000e+00,1.323963e-11,1.654954e-12,8.808449e-03
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,4.440000e+00,1.335967e-11,1.669959e-12,8.888178e-03
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,4.480000e+00,1.347933e-11,1.684916e-12,8.967908e-03
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,4.520000e+00,1.359930e-11,1.699913e-12,9.047640e-03
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,4.560000e+00,1.371964e-11,1.714955e-12,9.127371e-03
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,4.600000e+00,1.383932e-11,1.729915e-12,9.207104e-03
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,4.640000e+00,1.395899e-11,1.744874e-12,9.286837e-03
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,4.680000e+00,1.407869e-11,1.759836e-12,9.366570e-03
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,4.720000e+00,1.419887e-11,1.774859e-12,9.446304e-03
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,4.760000e+00,1.431873e-11,1.789841e-12,9.526039e-03
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,4.800000e+00,1.443836e-11,1.804795e-12,9.605775e-03
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,4.840000e+00,1.455855e-11,1.819819e-12,9.685512e-03
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,4.880000e+00,1.467842e-11,1.834803e-12,9.765249e-03
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,4.920000e+00,1.479823e-11,1.849779e-12,9.844987e-03
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,4.960000e+00,1.491799e-11,1.864749e-12,9.924726e-03
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,5.000000e+00,1.503812e-11,1.879765e-12,1.000446e-02
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,5.040000e+00,1.515763e-11,1.894704e-12,1.008420e-02
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,5.080000e+00,1.527808e-11,1.909760e-12,1.016395e-02
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,5.120000e+00,1.539797e-11,1.924746e-12,1.024369e-02
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,5.160000e+00,1.551788e-11,1.939735e-12,1.032343e-02
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,5.200000e+00,1.563746e-11,1.954683e-12,1.040317e-02
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,5.240000e+00,1.575741e-11,1.969676e-12,1.048291e-02
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,5.280000e+00,1.587728e-11,1.984660e-12,1.056266e-02
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,5.320000e+00,1.599757e-11,1.999696e-12,1.064240e-02
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,5.360000e+00,1.611731e-11,2.014664e-12,1.072215e-02
b_nx8_bcs_27c_rb1g_st1,B,control-open,bcs,hbt_bcs,27,8,1,1g,1e9,5.400000e+00,1.623706e-11,2.029632e-12,1.080189e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.000000e-01,8.747723e-11,8.747723e-11,2.233758e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.400000e-01,8.784370e-11,8.784370e-11,2.359104e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.800000e-01,8.805731e-11,8.805731e-11,2.464013e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.200000e-01,8.821572e-11,8.821572e-11,2.557618e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.600000e-01,8.835301e-11,8.835301e-11,2.644975e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.000000e-01,8.848163e-11,8.848163e-11,2.728882e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.400000e-01,8.860648e-11,8.860648e-11,2.810886e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.800000e-01,8.872958e-11,8.872958e-11,2.891841e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,5.200000e-01,8.885183e-11,8.885183e-11,2.972223e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,5.600000e-01,8.897364e-11,8.897364e-11,3.052294e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,6.000000e-01,8.909526e-11,8.909526e-11,3.132202e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,6.400000e-01,8.921679e-11,8.921679e-11,3.212030e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,6.800000e-01,8.933827e-11,8.933827e-11,3.291827e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,7.200000e-01,8.945976e-11,8.945976e-11,3.371621e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,7.600000e-01,8.958126e-11,8.958126e-11,3.451432e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,8.000000e-01,8.970280e-11,8.970280e-11,3.531273e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,8.400000e-01,8.982438e-11,8.982438e-11,3.611155e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,8.800000e-01,8.994599e-11,8.994599e-11,3.691087e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,9.200000e-01,9.006770e-11,9.006770e-11,3.771077e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,9.600000e-01,9.018945e-11,9.018945e-11,3.851136e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.000000e+00,9.031131e-11,9.031131e-11,3.931269e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.040000e+00,9.043323e-11,9.043323e-11,4.011487e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.080000e+00,9.055528e-11,9.055528e-11,4.091799e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.120000e+00,9.067741e-11,9.067741e-11,4.172211e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.160000e+00,9.079969e-11,9.079969e-11,4.252735e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.200000e+00,9.092207e-11,9.092207e-11,4.333378e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.240000e+00,9.104459e-11,9.104459e-11,4.414150e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.280000e+00,9.116724e-11,9.116724e-11,4.495059e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.320000e+00,9.129005e-11,9.129005e-11,4.576116e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.360000e+00,9.141304e-11,9.141304e-11,4.657328e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.400000e+00,9.153620e-11,9.153620e-11,4.738705e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.440000e+00,9.165954e-11,9.165954e-11,4.820255e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.480000e+00,9.178306e-11,9.178306e-11,4.901988e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.520000e+00,9.190676e-11,9.190676e-11,4.983912e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.560000e+00,9.203069e-11,9.203069e-11,5.066035e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.600000e+00,9.215483e-11,9.215483e-11,5.148366e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.640000e+00,9.227921e-11,9.227921e-11,5.230913e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.680000e+00,9.240379e-11,9.240379e-11,5.313684e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.720000e+00,9.252865e-11,9.252865e-11,5.396686e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.760000e+00,9.265373e-11,9.265373e-11,5.479928e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.800000e+00,9.277907e-11,9.277907e-11,5.563417e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.840000e+00,9.290469e-11,9.290469e-11,5.647161e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.880000e+00,9.303055e-11,9.303055e-11,5.731165e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.920000e+00,9.315674e-11,9.315674e-11,5.815438e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,1.960000e+00,9.328314e-11,9.328314e-11,5.899985e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.000000e+00,9.340990e-11,9.340990e-11,5.984813e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.040000e+00,9.353690e-11,9.353690e-11,6.069930e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.080000e+00,9.366424e-11,9.366424e-11,6.155339e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.120000e+00,9.379189e-11,9.379189e-11,6.241049e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.160000e+00,9.391986e-11,9.391986e-11,6.327064e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.200000e+00,9.404813e-11,9.404813e-11,6.413389e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.240000e+00,9.417677e-11,9.417677e-11,6.500031e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.280000e+00,9.430570e-11,9.430570e-11,6.586994e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.320000e+00,9.443497e-11,9.443497e-11,6.674284e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.360000e+00,9.456462e-11,9.456462e-11,6.761906e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.400000e+00,9.469454e-11,9.469454e-11,6.849863e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.440000e+00,9.482487e-11,9.482487e-11,6.938162e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.480000e+00,9.495563e-11,9.495563e-11,7.026806e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.520000e+00,9.508662e-11,9.508662e-11,7.115799e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.560000e+00,9.521804e-11,9.521804e-11,7.205146e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.600000e+00,9.534982e-11,9.534982e-11,7.294851e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.640000e+00,9.548198e-11,9.548198e-11,7.384917e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.680000e+00,9.561450e-11,9.561450e-11,7.475349e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.720000e+00,9.574740e-11,9.574740e-11,7.566151e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.760000e+00,9.588071e-11,9.588071e-11,7.657325e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.800000e+00,9.601440e-11,9.601440e-11,7.748876e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.840000e+00,9.614853e-11,9.614853e-11,7.840806e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.880000e+00,9.628297e-11,9.628297e-11,7.933119e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.920000e+00,9.641784e-11,9.641784e-11,8.025819e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,2.960000e+00,9.655312e-11,9.655312e-11,8.118908e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.000000e+00,9.668886e-11,9.668886e-11,8.212390e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.040000e+00,9.682494e-11,9.682494e-11,8.306267e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.080000e+00,9.696146e-11,9.696146e-11,8.400543e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.120000e+00,9.709835e-11,9.709835e-11,8.495220e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.160000e+00,9.723574e-11,9.723574e-11,8.590302e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.200000e+00,9.737352e-11,9.737352e-11,8.685790e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.240000e+00,9.751172e-11,9.751172e-11,8.781688e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.280000e+00,9.765037e-11,9.765037e-11,8.877998e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.320000e+00,9.778934e-11,9.778934e-11,8.974723e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.360000e+00,9.792885e-11,9.792885e-11,9.071865e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.400000e+00,9.806879e-11,9.806879e-11,9.169428e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.440000e+00,9.820918e-11,9.820918e-11,9.267413e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.480000e+00,9.835001e-11,9.835001e-11,9.365824e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.520000e+00,9.849126e-11,9.849126e-11,9.464661e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.560000e+00,9.863288e-11,9.863288e-11,9.563929e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.600000e+00,9.877508e-11,9.877508e-11,9.663629e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.640000e+00,9.891759e-11,9.891759e-11,9.763764e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.680000e+00,9.906063e-11,9.906063e-11,9.864336e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.720000e+00,9.920423e-11,9.920423e-11,9.965348e-03
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.760000e+00,9.934815e-11,9.934815e-11,1.006680e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.800000e+00,9.949256e-11,9.949256e-11,1.016870e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.840000e+00,9.963743e-11,9.963743e-11,1.027104e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.880000e+00,9.978278e-11,9.978278e-11,1.037384e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.920000e+00,9.992863e-11,9.992863e-11,1.047708e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,3.960000e+00,1.000749e-10,1.000749e-10,1.058078e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.000000e+00,1.002217e-10,1.002217e-10,1.068494e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.040000e+00,1.003689e-10,1.003689e-10,1.078955e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.080000e+00,1.005167e-10,1.005167e-10,1.089463e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.120000e+00,1.006648e-10,1.006648e-10,1.100017e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.160000e+00,1.008135e-10,1.008135e-10,1.110617e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.200000e+00,1.009627e-10,1.009627e-10,1.121264e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.240000e+00,1.011124e-10,1.011124e-10,1.131959e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.280000e+00,1.012626e-10,1.012626e-10,1.142700e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.320000e+00,1.014132e-10,1.014132e-10,1.153490e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.360000e+00,1.015644e-10,1.015644e-10,1.164327e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.400000e+00,1.017160e-10,1.017160e-10,1.175212e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.440000e+00,1.018682e-10,1.018682e-10,1.186146e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.480000e+00,1.020209e-10,1.020209e-10,1.197128e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.520000e+00,1.021740e-10,1.021740e-10,1.208160e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.560000e+00,1.023277e-10,1.023277e-10,1.219240e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.600000e+00,1.024819e-10,1.024819e-10,1.230370e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.640000e+00,1.026366e-10,1.026366e-10,1.241550e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.680000e+00,1.027919e-10,1.027919e-10,1.252779e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.720000e+00,1.029477e-10,1.029477e-10,1.264059e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.760000e+00,1.031040e-10,1.031040e-10,1.275390e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.800000e+00,1.032608e-10,1.032608e-10,1.286772e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.840000e+00,1.034182e-10,1.034182e-10,1.298204e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.880000e+00,1.035760e-10,1.035760e-10,1.309689e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.920000e+00,1.037345e-10,1.037345e-10,1.321225e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,4.960000e+00,1.038935e-10,1.038935e-10,1.332813e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,5.000000e+00,1.040530e-10,1.040530e-10,1.344454e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,5.040000e+00,1.042131e-10,1.042131e-10,1.356148e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,5.080000e+00,1.043738e-10,1.043738e-10,1.367895e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,5.120000e+00,1.045349e-10,1.045349e-10,1.379695e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,5.160000e+00,1.046967e-10,1.046967e-10,1.391549e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,5.200000e+00,1.048591e-10,1.048591e-10,1.403458e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,5.240000e+00,1.050220e-10,1.050220e-10,1.415421e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,5.280000e+00,1.051855e-10,1.051855e-10,1.427439e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,5.320000e+00,1.053495e-10,1.053495e-10,1.439512e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,5.360000e+00,1.055141e-10,1.055141e-10,1.451641e-02
b_nx1_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,1,1,1g,1e9,5.400000e+00,1.056794e-10,1.056794e-10,1.463827e-02
b_nx8_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,8,1,1g,1e9,2.000000e-01,3.942258e-10,4.927822e-11,1.485441e-02
b_nx8_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,8,1,1g,1e9,2.400000e-01,3.958621e-10,4.948276e-11,1.536969e-02
b_nx8_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,8,1,1g,1e9,2.800000e-01,3.966326e-10,4.957908e-11,1.569218e-02
b_nx8_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,8,1,1g,1e9,3.200000e-01,3.970554e-10,4.963193e-11,1.590654e-02
b_nx8_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,8,1,1g,1e9,3.600000e-01,3.973285e-10,4.966606e-11,1.606068e-02
b_nx8_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,8,1,1g,1e9,4.000000e-01,3.975333e-10,4.969166e-11,1.618141e-02
b_nx8_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,8,1,1g,1e9,4.400000e-01,3.977051e-10,4.971314e-11,1.628366e-02
b_nx8_bcs_125c_rb1g_st1,B,control-open,bcs,hbt_bcs,125,8,1,1g,1e9,4.800000e-01,3.978604e-10,4.973255e-11,1.637574e-02
